A.H3K36me3.intersect.value	CLL.A34023.CEMT_4.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_ACTCTC.FindER2.bed.remDups.bed.intersect.value	CLL.A34039.CEMT_5.H3K36me3.hg38.bwa-sb.IX2845.C4C9JACXX_3_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A34078.CEMT_6.H3K36me3.hg38.bwa-sb.IX2845.C4C9JACXX_3_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34942.CEMT_26.H3K36me3.hg38.bwa-sb.IX2652.C3TC1ACXX_2_ACTCTC.FindER2.bed.remDups.bed.intersect.value	CLL.A34949.CEMT_27.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A34956.CEMT_28.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34963.CEMT_29.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_CCACGC.FindER2.bed.remDups.bed.intersect.value	CLL.A35240.CEMT_25.H3K36me3.hg38.bwa-sb.IX2652.C3TC1ACXX_2_GCACTT.FindER2.bed.remDups.bed.intersect.value	CLL.A35247.CEMT_30.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_GGCTAC.FindER2.bed.remDups.bed.intersect.value	CLL.A60647.CEMT_94.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60654.CEMT_95.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A60661.CEMT_96.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_CCACGC.FindER2.bed.remDups.bed.intersect.value	CLL.A60666.CEMT_97.H3K36me3.hg38.bwa-sb.IX4419.C9587ANXX_4_ATGTCA.FindER2.bed.remDups.bed.intersect.value	EGAN00001091882_EGAX00001135678_EGAR00001139764_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001091897_EGAX00001135685_EGAR00001139767_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133241_EGAR00001137327_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215952_EGAR00001228603_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171934_EGAR00001185148_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001133248_EGAR00001137335_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001323204_EGAR00001352516_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001291868_EGAR00001320595_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001323211_EGAR00001352511_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291885_EGAR00001320546_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323208_EGAR00001352512_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326464_EGAR00001355737_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272587_EGAR00001300134_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272615_EGAR00001300042_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272623_EGAR00001300050_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272638_EGAR00001300127_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272667_merged3runs_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272688_EGAR00001300081_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272657_EGAR00001300004_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272663_EGAR00001300010_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272652_EGAR00001299999_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272583_EGAR00001300071_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304986_EGAR00001334469_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304994_EGAR00001334419_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326453_EGAR00001355726_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305063_EGAR00001334390_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305082_EGAR00001334361_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295795_EGAX00001326624_EGAR00001355770_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326575_EGAR00001355825_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326601_EGAR00001355747_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326483_EGAR00001355810_usMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	GCBC.A68890.CEMT_129.H3K36me3.hg38.bwa-sb.IX5127.CAVYBANXX_5_ATCCTA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70852.CEMT_134.H3K36me3.hg38.IX5208.CAVPBANXX_1_ACAGTG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70859.CEMT_135.H3K36me3.hg38.A70859_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70866.CEMT_136.H3K36me3.hg38.IX5211.CAVPBANXX_4_ACTGAT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70873.CEMT_137.H3K36me3.hg38.IX5212.CAVPBANXX_5_ATCCTA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70880.CEMT_138.H3K36me3.hg38.IX5214.CAVPBANXX_7_CACTCA.FindER2.bed.remDups.bed.intersect.value
chr1_110008100_110008500	400	0	0	175	375	250	400	400	325	0	0	0	0	0	0	0	150	400	0	0	400	375	225	0	0	0	75	150	300	0	225	0	300	400	150	375	0	0	400	225	0	0	225	400	400	0	0	0	0	0
chr1_110610950_110611400	450	0	0	275	450	425	0	50	0	450	450	450	0	0	275	0	0	0	0	0	450	425	0	0	0	450	0	0	0	0	0	0	450	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0
chr1_120814350_120814650	0	0	0	0	300	0	300	0	300	0	300	300	0	0	300	0	150	0	0	0	300	0	300	0	225	0	0	0	300	300	300	300	0	0	0	0	300	0	300	150	0	0	300	0	0	0	0	0	0	0
chr1_143218000_143218300	300	0	0	200	300	0	300	0	0	0	0	0	0	300	300	0	0	250	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	300	300	300	300
chr1_143261900_143262250	350	0	100	350	350	0	350	0	350	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	350	350	350	350
chr1_145730150_145730450	300	300	200	300	300	0	300	0	300	0	125	0	0	0	0	0	300	300	0	0	300	300	300	0	300	300	0	300	50	275	300	300	300	300	0	200	0	0	200	100	125	300	200	125	0	0	0	0	0	0
chr1_146092700_146093200	500	0	475	0	500	0	500	450	500	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	0	0	0	0	0
chr1_149985100_149985750	650	375	0	600	650	525	650	0	0	0	0	0	0	0	0	0	0	0	0	0	600	650	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	650	0	0	0	0	650	0	0	0	0	0	0
chr1_150564450_150564850	300	100	0	325	400	0	400	0	400	0	0	0	0	0	0	300	0	0	0	0	375	375	0	0	0	0	225	0	0	0	0	225	400	400	0	400	0	0	400	0	0	0	0	150	175	0	325	0	25	0
chr1_150610450_150610750	300	300	300	275	275	100	300	300	300	0	300	0	0	0	200	0	125	0	0	0	300	275	50	0	200	0	300	0	300	0	300	300	0	300	0	300	300	0	300	300	0	0	300	300	300	0	25	300	300	0
chr1_150611850_150612650	800	800	300	125	800	225	800	200	800	50	50	0	0	0	200	800	800	600	0	0	800	800	0	0	0	0	0	725	800	800	800	800	0	350	0	200	800	0	0	800	0	125	800	200	0	0	0	50	0	0
chr1_154421800_154422250	450	0	0	425	450	450	450	0	275	0	0	0	0	0	0	0	0	0	0	0	450	425	450	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	125	0	0	0	50	0	0	0	0	0	0	0
chr1_155885300_155885700	400	0	225	75	400	0	400	0	300	0	0	0	0	0	0	0	0	0	0	0	400	400	225	0	250	0	400	225	400	0	75	400	150	400	0	400	0	0	150	0	75	400	75	0	400	0	0	0	400	175
chr1_170914350_170914900	525	525	0	450	525	0	550	375	450	0	550	0	0	0	0	0	0	0	0	0	550	25	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_173419250_173419750	500	0	250	0	0	0	500	0	400	0	0	300	0	0	0	250	0	0	0	0	475	500	0	400	0	0	300	0	0	0	325	0	0	500	0	500	0	0	500	500	0	0	0	500	500	100	475	500	500	500
chr1_174741350_174741700	350	350	0	325	325	0	350	0	350	0	300	350	0	0	0	175	0	0	0	0	250	350	350	0	0	0	0	0	325	0	0	0	0	350	0	350	0	0	0	0	0	0	0	0	350	0	0	350	350	0
chr1_174947800_174948300	500	500	0	50	500	50	500	500	500	50	500	500	75	0	0	150	500	0	0	0	500	500	500	0	350	0	500	0	500	0	500	500	0	500	0	500	0	0	500	500	0	500	500	225	500	275	0	0	500	0
chr1_180893850_180894250	0	0	0	0	375	75	400	0	0	0	400	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	400	0	0	0	0	0	0
chr1_183579400_183579700	300	300	50	200	200	275	300	0	300	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	125	0	0	0	0	0	0	0	0
chr1_202206600_202207000	375	400	0	225	375	0	0	0	400	0	0	0	0	0	0	0	0	0	0	225	400	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_202486500_202486900	400	0	0	0	0	0	400	300	400	0	250	175	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	400	400	400	400	0
chr1_202603950_202604250	300	0	0	0	300	75	300	0	300	75	300	300	0	0	300	225	0	75	0	0	300	0	0	0	75	0	0	0	0	0	300	0	150	0	0	0	300	0	300	300	0	0	75	300	0	0	0	0	0	0
chr1_207263100_207263500	400	0	0	0	400	0	0	0	400	0	0	0	0	0	0	250	0	0	0	0	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	400	400	400	250
chr1_217454800_217455100	300	50	300	300	300	0	300	300	300	175	250	175	0	100	25	175	0	300	0	0	300	0	0	0	300	0	0	0	300	0	0	0	300	0	0	0	0	0	300	300	0	125	25	300	0	0	0	0	0	0
chr1_218417600_218417900	300	0	0	0	300	0	0	0	275	0	300	0	0	0	0	0	0	275	175	0	300	0	0	50	200	250	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
chr1_220871550_220872100	550	525	250	550	550	0	550	550	550	0	0	0	0	100	25	0	0	0	0	0	0	550	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	550	400	0	0	0	250	0	0	0	0	0	0
chr1_226354350_226354850	500	500	75	500	425	50	500	500	500	0	500	0	0	0	425	500	500	500	150	0	500	75	0	0	500	0	500	500	500	500	500	500	500	500	0	500	500	0	500	500	0	0	500	500	50	0	50	500	225	0
chr1_228352000_228352350	350	0	0	0	350	0	0	0	150	350	350	0	0	275	0	0	125	350	0	0	350	350	0	0	0	0	0	0	0	150	350	350	0	0	0	0	200	0	0	200	0	350	350	350	0	0	0	0	0	0
chr1_241879800_241880100	300	225	300	150	225	0	300	225	300	0	300	300	0	0	0	0	225	150	0	0	300	300	0	75	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	300	0	0	0	300	300	300	300	300	300
chr1_242245500_242245800	0	0	0	0	300	0	0	0	0	0	300	0	0	0	0	300	0	0	0	0	300	300	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_244381700_244382250	475	0	25	475	0	475	550	0	550	0	450	400	0	0	0	0	0	525	0	0	550	550	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_248781000_248782000	0	0	525	375	1000	0	1000	0	0	0	825	0	0	0	0	0	0	400	375	0	1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	1000	975	900	750
chr1_248782750_248783050	0	0	0	0	0	0	300	0	0	0	300	0	0	0	0	0	0	0	0	0	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_248787600_248788000	0	0	400	0	400	0	400	0	0	0	400	0	0	400	0	150	0	0	0	0	75	400	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
chr10_258200_258550	0	0	175	0	325	0	350	0	0	0	350	25	0	0	350	25	0	325	0	0	350	350	100	100	0	0	0	0	0	350	0	0	0	0	350	0	0	325	175	175	0	0	0	350	0	0	0	0	0	0
chr10_268700_269350	650	0	0	300	475	0	650	400	475	0	25	0	0	25	0	0	175	650	375	0	25	625	0	0	0	0	0	0	0	250	0	550	0	0	0	0	0	0	0	25	0	0	0	100	0	0	0	0	0	0
chr10_273250_274150	900	0	0	675	900	0	900	0	600	425	425	650	0	200	425	525	425	425	0	0	900	725	0	0	350	350	0	0	200	425	425	200	0	0	425	0	50	575	350	900	0	0	350	900	0	0	0	0	0	0
chr10_284600_284950	350	0	0	0	350	0	350	350	350	100	175	25	0	350	350	350	350	350	350	0	250	350	25	0	0	0	0	350	350	350	350	350	0	0	0	0	350	350	175	350	0	0	350	350	0	0	0	0	0	0
chr10_2984400_2984850	450	0	0	0	450	0	450	75	0	75	0	0	300	450	0	375	0	225	0	0	450	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0
