A.intersect.value	CLL.A34020.CEMT_4.H3K4me3.hg38.A34020_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34036.CEMT_5.H3K4me3.hg38.A34036_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34075.CEMT_6.H3K4me3.hg38.A34075_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34939.CEMT_26.H3K4me3.hg38.A34939_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34946.CEMT_27.H3K4me3.hg38.A34946_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34953.CEMT_28.H3K4me3.hg38.A34953_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34960.CEMT_29.H3K4me3.hg38.A34960_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35237.CEMT_25.H3K4me3.hg38.A35237_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35244.CEMT_30.H3K4me3.hg38.A35244_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A60644.CEMT_94.H3K4me3.hg38.bwa-sb.IX4412.C958UANXX_5_GATCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A60651.CEMT_95.H3K4me3.hg38.bwa-sb.IX4412.C958UANXX_5_GATGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60658.CEMT_96.H3K4me3.hg38.A60658_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A60669.CEMT_97.H3K4me3.hg38.A60669_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	EGAN00001091882_EGAX00001135682_EGAR00001139772_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001091897_EGAX00001215957_EGAR00001228608_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001128209_EGAR00001132156_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095891_EGAX00001135680_EGAR00001139770_NBC_H3K4me3_SINGLE.MACS2NoInput.bed.intersect.value	EGAN00001107643_EGAX00001231897_EGAR00001245923_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001215621_EGAR00001228080_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001138967_EGAR00001143053_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001323202_EGAR00001352518_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001291853_EGAR00001320580_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001323210_EGAR00001352510_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291851_EGAR00001320578_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323205_merged2runs_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001291825_EGAR00001320549_csMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272592_merged2runs_PBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272613_merged2runs_GCBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272644_EGAR00001299991_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272704_EGAR00001300108_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272686_EGAR00001300079_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272655_EGAR00001300002_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272660_EGAR00001300007_PBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272649_EGAR00001299996_GCBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272584_EGAR00001300013_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001274157_EGAX00001419444_EGAR00001456638_MBC_H3K4me3_PAIRED.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304984_EGAR00001334467_GCBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304993_EGAR00001334418_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001305087_EGAR00001334366_csMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305084_EGAR00001334363_csMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001326449_EGAR00001355722_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001280969_EGAX00001419407_merged2runs_MBC_H3K4me3_PAIRED.FindER2.bed.intersect.value	EGAN00001295794_EGAX00001326425_EGAR00001355899_GCBC_H3K4me3_SINGLE.MACS2NoInput.bed.intersect.value	EGAN00001295795_EGAX00001326623_EGAR00001355769_PBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326617_EGAR00001355763_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326600_EGAR00001355772_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295804_EGAX00001326426_merged2runs_NBC_H3K4me3_SINGLE.MACS2NoInput.bed.intersect.value	EGAN00001295815_EGAX00001326482_EGAR00001355809_usMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	GCBC.A68887.CEMT_129.H3K4me3.hg38.bwa-sb.IX5130.CAVYBANXX_8_AGGCCG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70849.CEMT_134.H3K4me3.hg38.A70849_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70856.CEMT_135.H3K4me3_1_lane_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70863.CEMT_136.H3K4me3.125nt.hg38.FindER2.bed.remDups.bed.intersect.value	GCBC.A70870.CEMT_137.H3K4me3.125nt.hg38.FindER2.bed.remDups.bed.intersect.value	GCBC.A70877.CEMT_138.H3K4me3_1_lane_dupsFlagged.FindER2.bed.remDups.bed.intersect.value
chr1_19508850_19509150	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	300	0	0	300	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0
chr1_20291400_20292300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	450	0	0	750	450	0	0	0	375	0	0	0	900	750	0	900	0	0	0	0	0	900	0	0	0	0	0	0
chr1_20404200_20405100	0	0	0	0	0	0	0	0	0	0	0	0	0	750	450	0	0	0	0	0	0	0	0	0	0	900	0	825	0	0	0	0	0	900	375	900	900	0	900	900	0	900	0	0	0	0	0	900	900	900	825	900	900	900
chr1_20405700_20406600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	0	0	0	0	0	0	0	525	0	900	825	0	900	900	0	900	0	0	0	0	0	900	900	900	600	900	900	900
chr1_21852900_21853200	0	0	225	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	300	300	0	300	75	0	0	0	225	0	0	0	150	300	0	0	300	150	0	300	0	0	300	0	0	300	0	0	0	0	0	0
chr1_22067950_22068200	0	200	250	0	0	50	0	50	0	0	0	0	0	0	0	0	0	50	0	0	0	250	0	50	0	250	0	0	0	0	0	0	250	0	0	250	0	0	250	0	0	250	0	250	250	0	0	200	0	0	0	0	0	0
chr1_23723650_23724100	0	50	450	0	0	450	350	450	350	0	0	50	0	0	0	0	0	0	0	0	0	0	0	50	0	450	0	0	0	0	275	0	0	50	0	450	425	0	450	450	0	450	0	0	425	0	0	425	200	275	0	0	350	350
chr1_25545250_25545450	0	0	0	0	0	200	0	0	0	0	0	0	0	0	200	0	0	50	0	0	0	200	200	200	0	200	125	0	0	50	0	0	200	0	50	200	0	0	200	200	50	200	0	0	125	0	0	125	0	0	0	0	0	0
chr1_26281650_26281950	300	150	0	0	0	0	150	225	225	0	0	0	0	0	300	225	0	300	0	0	0	300	0	300	0	300	0	0	75	300	300	300	0	0	0	300	300	75	300	300	300	300	0	0	300	300	0	300	0	0	0	0	300	0
chr1_26282550_26283250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	450	0	225	0	675	225	0	0	0	0	225	0	0	0	700	150	0	700	0	0	700	0	0	375	75	0	525	0	0	0	0	0	0
chr1_26321850_26322450	150	75	450	0	0	0	0	450	75	0	0	0	0	0	600	0	0	600	600	0	0	525	600	600	300	600	0	0	600	600	600	525	0	0	0	600	600	600	600	600	600	600	0	0	600	600	0	600	0	75	0	0	75	0
chr1_26829150_26829700	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	0	375	0	525	0	0	0	0	0	0	375	0	0	550	0	0	550	450	0	550	0	150	550	0	0	525	75	0	0	0	0	0
chr1_28889100_28889500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	400	0	0	225	175	0	400	0	0	0	0	0	0	0	0	0	0	0	0
chr1_37032750_37033650	600	900	900	0	0	675	0	0	0	900	900	900	900	0	900	0	0	0	0	0	900	900	900	0	900	900	0	0	0	900	225	0	0	0	900	900	75	0	900	900	0	900	0	0	900	375	0	900	0	0	0	0	0	0
chr1_37035450_37035750	300	300	300	300	0	300	0	300	300	300	300	300	225	300	300	0	0	300	0	0	300	300	300	300	300	300	0	0	0	300	300	0	0	0	300	300	0	0	300	300	0	300	0	0	300	0	0	300	0	0	0	0	0	0
chr1_38586800_38587200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	400	0	375	0	400	0	0	0	400	225	0	0	375	0	400	0	0	400	375	375	300	0	0	400	300	0	375	0	0	0	0	0	0
chr1_39107250_39107500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	250	0	0	250	225	0	250	0	0	150	0	0	0	0	0	0	0	0	0
chr1_40313550_40314000	0	225	0	0	0	150	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	450	0	75	0	450	0	0	450	450	375	0	0	450	0	450	450	0	450	450	0	450	0	0	150	300	0	450	450	450	450	450	450	450
chr1_42937800_42938650	0	0	0	0	0	100	0	475	0	0	0	0	0	0	850	375	0	850	0	0	0	0	300	850	0	850	0	0	775	850	850	700	0	0	0	850	0	475	850	825	700	850	0	0	850	850	0	850	0	0	0	0	0	0
chr1_42954250_42954750	500	500	500	0	0	500	0	500	500	0	0	0	0	0	500	0	0	500	300	0	500	500	75	500	0	500	0	0	500	500	500	500	0	0	0	500	0	0	500	500	500	500	0	0	0	500	0	500	125	0	0	0	50	50
chr1_44220200_44221000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	0	0	0	0	0	0	750	0	0	0	0	0	0	0	0	0	0	0	0	800	775	0	0	0	0	0	0	0	800	0	0	0	0	0	0
chr1_44503950_44504500	0	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0	0	175	250	0	0	0	0	0	0	550	0	0	0	0	550	0	0	0	0	475	0	0	550	525	550	550	0	0	0	0	0	550	0	0	0	0	0	0
chr1_45373650_45374050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	400	0	0	0	0	0	0	0	375	0	0	400	400	400	0	0	0	0	400	0	0	400	400	400	400	0	0	300	0	337	400	400	0	0	150	400	0
chr1_46171250_46171600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	350	0	0	0	0	0	0	0	0	0	325	0	0	350	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_53366550_53367000	0	0	0	150	0	0	0	300	450	75	0	0	0	0	450	0	0	0	0	0	450	0	0	450	0	225	0	0	150	75	150	0	0	75	0	450	75	0	450	150	0	450	0	0	225	225	0	450	0	0	0	0	0	0
chr1_58991250_58991650	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	300	0	0	0	400	0	0	400	300	0	0	0	0	0	0	0	375	0	0	0	0	0	0
chr1_59071200_59071650	450	450	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	450	450	0	0	450	150	75	0	450	0	0	0	150	450	0	0	0	0	450	0	0	450	450	450	450	0	0	375	375	0	450	0	0	0	0	0	0
chr1_65065050_65065400	0	0	350	0	0	0	0	125	0	0	0	0	0	0	150	0	0	350	0	0	0	350	350	350	350	350	0	0	350	350	350	125	0	0	200	350	0	0	350	350	350	350	0	0	350	350	0	350	0	0	0	0	0	0
chr1_66343500_66344250	0	0	750	0	0	0	0	0	0	0	0	675	0	0	0	375	0	450	0	75	300	750	750	750	75	750	0	0	750	750	750	0	0	0	0	750	0	0	750	750	300	750	0	0	750	750	0	750	750	375	0	0	300	150
chr1_66347700_66348100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	300	400	400	400	0	400	0	0	0	0	400	0	0	0	0	400	0	0	400	375	400	400	0	0	400	0	0	400	400	400	250	400	400	400
chr1_67339400_67339750	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	325	0	0	350	0	350	25	0	0	0	350	0	0	350	325	0	350	0	0	0	25	0	350	100	350	0	0	350	100
chr1_74586050_74587200	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	750	0	1150	0	0	0	450	900	0	0	600	0	1150	450	0	1150	1000	0	1050	0	0	0	0	317	1150	1075	1000	450	925	700	1000
chr1_75616950_75617250	0	0	0	0	0	0	0	225	0	0	0	0	0	0	75	0	0	75	0	0	0	150	150	225	0	300	0	0	0	75	300	0	0	0	225	300	75	0	300	75	0	225	0	0	300	75	0	300	0	0	0	0	0	0
chr1_75790500_75790650	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	150	0	150	0	150	0	0	0	150	0	0	150	0	0	150	0	0	150	0	75	150	0	0	150	0	0	150	150	0	0	0	0	0
