A.H3K9me3.intersect.value	CLL.A34021.CEMT_4.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_CTTGTA.FindER2.bed.remDups.bed.intersect.value	CLL.A34037.CEMT_5.H3K9me3.hg38.bwa-sb.IX2844.C4C9JACXX_2_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34076.CEMT_6.H3K9me3.hg38.bwa-sb.IX2844.C4C9JACXX_2_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A34940.CEMT_26.H3K9me3.hg38.bwa-sb.IX2651.C3TC1ACXX_1_CTTGTA.FindER2.bed.remDups.bed.intersect.value	CLL.A34947.CEMT_27.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34954.CEMT_28.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A34961.CEMT_29.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_AGGCCG.FindER2.bed.remDups.bed.intersect.value	CLL.A35238.CEMT_25.H3K9me3.hg38.bwa-sb.IX2651.C3TC1ACXX_1_CCCATG.FindER2.bed.remDups.bed.intersect.value	CLL.A35245.CEMT_30.H3K9me3.hg38.bwa-sb.IX2823.C3YJAACXX_5_ATGTCA.FindER2.bed.remDups.bed.intersect.value	CLL.A60645.CEMT_94.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_AACCCC.FindER2.bed.remDups.bed.intersect.value	CLL.A60652.CEMT_95.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_TAATCG.FindER2.bed.remDups.bed.intersect.value	CLL.A60659.CEMT_96.H3K9me3.hg38.bwa-sb.IX4415.C958UANXX_8_AGGCCG.FindER2.bed.remDups.bed.intersect.value	CLL.A60668.CEMT_97.H3K9me3.hg38.bwa-sb.IX4419.C9587ANXX_4_GGCTAC.FindER2.bed.remDups.bed.intersect.value	EGAN00001091897_EGAX00001135687_EGAR00001139769_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133243_EGAR00001137329_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107579_EGAX00001215595_EGAR00001228091_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215955_EGAR00001228606_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171949_EGAR00001185105_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001135683_EGAR00001139773_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001272637_EGAR00001300126_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001272619_EGAR00001300046_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001272595_EGAR00001300136_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291852_EGAR00001320579_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323209_EGAR00001352515_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326443_EGAR00001355794_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272620_EGAR00001300047_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272618_EGAR00001300045_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272625_EGAR00001300052_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272703_EGAR00001300107_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272706_EGAR00001300111_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272689_EGAR00001300082_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272659_EGAR00001300006_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272664_EGAR00001300011_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272653_merged2runs_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272585_EGAR00001300065_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304998_EGAR00001334471_GCBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304995_EGAR00001334420_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326454_EGAR00001355727_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001326440_EGAR00001355791_csMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305062_EGAR00001334389_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326619_EGAR00001355765_CLL_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326520_EGAR00001355882_NBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295802_EGAX00001326536_EGAR00001355851_PBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326492_EGAR00001355779_usMBC_H3K9me3_SINGLE.FindER2.bed.intersect.value	GCBC.A70850.CEMT_134.H3K9me3.hg38.A70850_3_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70857.CEMT_135.H3K9me3.hg38.IX5209.CAVPBANXX_2_GGCTAC.FindER2.bed.remDups.bed.intersect.value	GCBC.A70864.CEMT_136.H3K9me3.hg38.IX5210.CAVPBANXX_3_ACGATA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70871.CEMT_137.H3K9me3.hg38.IX5212.CAVPBANXX_5_ATAATT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70878.CEMT_138.H3K9me3.hg38.IX5213.CAVPBANXX_6_CACCGG.FindER2.bed.remDups.bed.intersect.value
chr1_4445850_4446300	0	450	225	450	0	450	300	450	450	450	225	450	375	450	450	150	225	450	0	150	0	0	450	450	450	0	150	0	0	0	0	375	0	0	225	450	0	0	450	450	450	375	0	450	0	0	0	0	0
chr1_4450200_4450650	0	450	225	300	75	450	75	450	75	450	450	450	450	0	450	0	0	450	0	300	375	0	450	450	375	0	375	450	0	0	0	75	75	0	300	225	0	0	450	75	450	150	0	450	0	0	0	0	0
chr1_4499300_4499700	0	400	400	400	75	400	150	150	400	375	400	400	400	75	0	0	0	400	150	0	0	0	250	400	400	175	0	0	150	300	0	25	300	0	400	225	400	0	400	400	400	0	0	400	0	0	0	0	0
chr1_4510050_4510350	0	300	300	300	0	300	0	225	300	300	300	300	300	300	300	300	75	0	0	300	0	0	300	300	300	150	150	75	300	0	0	75	75	0	0	0	0	0	0	150	300	300	0	300	0	0	0	0	0
chr1_4515450_4515800	0	350	350	350	0	350	125	350	350	350	350	350	350	0	350	350	350	0	0	350	350	0	350	350	0	300	0	350	0	350	350	0	0	0	350	350	350	0	350	350	350	350	275	350	0	0	0	0	0
chr1_4544100_4544400	0	75	300	0	0	300	0	300	0	300	300	300	300	0	300	0	300	225	300	300	300	0	300	300	300	0	0	0	300	300	300	300	300	0	300	0	300	0	300	300	300	300	300	300	0	300	0	0	0
chr1_4548900_4549200	0	300	150	300	0	300	0	300	300	300	300	300	300	300	0	300	300	300	0	300	150	0	300	300	300	0	0	300	0	75	0	150	300	300	300	225	0	0	300	0	300	0	300	300	0	0	0	0	0
chr1_4550750_4551100	0	325	350	350	0	325	0	350	350	350	0	350	350	250	350	0	350	350	350	350	350	0	350	325	350	0	175	0	175	350	350	350	250	350	175	175	350	0	350	250	250	350	0	350	0	175	0	0	175
chr1_4594950_4595500	0	550	525	550	0	550	0	550	75	550	0	0	0	0	550	225	0	0	0	550	225	175	550	550	0	225	25	0	0	0	0	0	0	0	550	25	250	0	100	0	550	250	250	175	0	0	0	0	0
chr1_4642200_4642650	0	450	450	450	0	450	0	450	0	0	0	450	450	375	225	0	375	300	0	450	75	225	450	450	0	450	0	0	450	0	0	0	0	0	75	0	300	0	450	300	450	450	0	300	0	0	0	0	0
chr1_4659800_4660350	0	550	550	550	0	550	0	550	325	550	400	250	325	550	550	550	0	0	0	400	0	0	0	525	0	0	0	0	0	550	0	550	0	0	375	0	325	0	550	300	550	550	0	325	0	0	0	0	0
chr1_4673050_4673400	0	350	350	350	300	350	350	350	350	350	350	350	350	0	150	350	350	350	350	350	0	0	50	350	350	0	350	0	50	350	350	350	150	0	350	50	350	0	350	350	350	0	350	50	0	0	350	0	0
chr1_4686150_4686600	0	450	450	0	0	450	450	450	450	450	150	450	375	75	0	225	300	150	0	450	0	0	450	450	75	0	0	225	0	75	0	300	0	450	450	450	75	0	450	0	450	0	450	75	0	0	0	0	0
chr1_4744000_4744350	0	350	350	350	0	350	350	125	0	225	350	350	350	0	0	0	0	0	0	350	350	0	350	350	350	0	0	0	0	0	0	0	0	350	350	350	125	0	350	0	350	225	350	350	0	0	0	0	0
chr1_4752050_4752450	0	400	150	150	0	400	400	375	400	400	400	400	400	0	0	0	0	100	0	400	0	0	400	400	0	75	0	300	150	75	75	400	0	225	375	400	400	0	400	75	225	400	0	400	0	0	0	0	0
chr1_4766750_4767250	0	500	500	500	0	500	0	450	100	500	500	475	500	175	475	175	250	0	0	500	100	400	475	500	0	0	0	0	0	0	0	500	0	500	475	500	0	0	500	500	500	100	400	500	0	100	250	0	500
chr1_4923700_4924050	0	350	350	350	75	350	0	350	350	350	350	350	350	0	350	350	50	350	350	350	350	0	350	350	75	0	0	350	50	350	350	350	350	350	350	350	0	0	350	350	350	0	350	350	0	0	50	50	0
chr1_4930800_4931150	0	350	275	350	0	350	275	350	350	350	275	275	350	350	350	350	350	350	0	0	0	0	350	350	350	150	350	350	0	0	125	0	350	350	0	350	0	0	200	350	350	350	350	350	0	75	0	125	0
chr1_4936950_4937350	0	400	400	400	0	400	0	400	250	400	0	250	400	325	400	0	0	0	0	25	400	0	400	0	400	0	0	0	0	0	0	75	400	400	375	400	100	0	400	0	225	75	400	100	0	175	0	0	250
chr1_4965100_4965550	0	450	350	250	0	450	0	450	250	450	0	425	400	450	450	450	450	0	0	450	450	450	450	450	0	350	275	450	0	0	175	450	450	450	450	450	100	0	425	450	450	450	425	450	0	375	0	0	350
chr1_4977550_4978050	0	500	200	450	0	500	500	500	0	500	275	500	500	500	200	500	0	500	0	500	500	0	500	200	500	275	425	0	0	425	500	500	500	500	275	500	0	0	500	500	500	500	500	450	200	0	0	0	0
chr1_5078000_5078350	0	350	325	350	0	250	0	350	25	350	175	325	0	350	350	0	25	0	0	350	350	0	350	350	0	0	0	0	250	0	0	350	350	350	350	350	100	0	350	0	350	0	350	100	0	0	0	0	350
chr1_5084100_5084450	0	350	350	225	0	350	0	350	350	350	0	350	350	350	350	350	350	350	350	350	350	0	350	350	200	50	300	0	350	350	300	350	350	350	275	350	350	0	350	350	350	350	350	350	275	125	150	350	350
chr1_5089400_5089850	0	450	450	450	0	425	0	450	0	450	450	450	450	450	450	400	0	450	450	450	450	0	450	275	450	125	275	450	425	450	450	450	450	450	0	450	450	0	450	350	450	450	450	450	350	275	0	0	0
chr1_5100000_5100400	0	375	400	375	0	400	0	400	375	225	300	400	400	400	400	400	150	0	325	400	175	0	400	400	400	400	0	400	400	400	400	300	400	400	100	400	400	0	225	400	400	175	400	100	0	250	0	325	0
chr1_5143300_5143700	0	400	400	0	275	400	125	400	400	400	50	400	400	400	400	400	400	125	0	400	400	0	400	400	0	0	0	400	400	275	0	400	400	400	400	400	400	0	400	0	400	0	400	200	50	0	0	275	0
chr1_5145600_5145950	0	350	350	350	0	350	50	350	0	350	350	150	350	0	0	350	350	350	0	350	350	0	350	50	350	0	50	0	125	0	0	350	350	350	350	350	350	0	350	350	350	350	350	350	0	350	150	350	0
chr1_5176750_5177250	0	500	375	500	0	500	375	500	500	500	500	500	500	375	500	125	500	500	500	500	500	0	500	500	500	275	0	500	500	500	500	275	500	500	500	500	500	0	500	500	500	500	500	500	0	500	500	500	75
chr1_5189750_5190050	0	300	300	300	0	300	275	300	300	300	300	300	300	275	50	300	300	25	300	300	300	0	300	300	200	250	0	300	100	300	300	300	300	300	300	300	0	0	300	50	300	300	300	250	0	300	300	300	0
chr1_5193650_5194100	0	275	0	200	0	425	200	350	0	450	200	450	450	200	450	450	350	450	0	125	0	125	450	450	425	425	450	0	450	450	0	425	450	450	100	450	200	0	125	0	450	0	450	450	450	325	0	400	400
chr1_5220750_5221300	0	325	75	25	0	400	0	325	250	550	325	550	550	550	550	250	550	100	150	550	100	0	550	550	0	0	550	0	0	150	0	550	550	550	550	550	0	0	550	550	550	400	550	400	300	525	0	0	0
chr1_5223400_5223900	0	425	500	500	0	500	0	500	500	350	0	500	500	350	275	375	500	0	375	500	275	0	500	200	0	0	500	0	275	50	0	0	500	500	150	500	500	0	500	50	500	0	500	200	0	150	0	225	0
chr1_5226750_5227200	0	450	450	450	0	450	450	450	450	450	0	450	450	450	0	225	450	0	0	300	450	300	450	450	0	300	450	375	300	150	150	0	450	450	450	450	450	0	450	375	450	75	450	150	0	0	0	300	150
chr1_5247900_5248200	0	0	300	225	0	300	0	0	300	300	75	300	300	300	300	300	300	150	300	300	75	0	300	300	225	0	300	300	300	0	300	300	300	300	300	300	300	0	300	300	300	0	300	0	150	0	0	300	0
chr1_5299000_5299450	0	450	450	450	0	350	275	425	450	450	0	450	450	450	250	450	450	325	0	450	450	0	275	400	450	350	0	275	450	250	325	450	450	450	25	450	450	0	450	450	450	450	450	450	0	0	350	450	300
chr1_5341850_5342200	0	325	350	100	0	350	0	350	0	350	350	350	350	350	300	0	325	0	0	350	350	100	350	325	350	0	350	325	0	0	250	350	350	350	250	350	350	0	350	350	350	350	350	350	0	0	100	250	100
chr1_5343000_5343450	0	450	450	0	0	450	0	450	0	450	450	450	450	375	450	75	0	300	0	450	450	0	450	300	0	0	375	225	0	150	450	0	450	450	375	450	0	0	450	75	450	450	450	450	0	0	0	75	0
chr1_5375300_5375950	0	525	650	650	0	625	0	625	25	650	650	650	650	650	650	475	400	0	0	650	475	0	650	325	625	0	0	325	0	650	650	175	325	650	475	650	550	0	475	0	625	650	325	650	0	250	250	25	0
chr1_5410750_5411100	0	350	350	350	0	350	0	350	75	350	350	350	350	350	350	225	200	0	0	350	350	350	350	350	350	0	0	275	0	350	125	350	350	350	350	350	350	0	350	125	350	50	350	350	0	0	0	0	0
chr1_5425400_5425700	0	275	300	300	0	300	0	300	300	300	300	300	300	300	300	300	25	275	0	0	0	0	300	300	0	0	0	275	50	0	0	275	0	0	175	0	300	0	300	25	300	0	200	300	0	0	0	0	0
chr1_5432600_5433100	0	500	500	400	0	475	0	475	0	500	500	475	475	0	500	500	0	100	0	475	500	0	500	500	400	100	0	0	0	500	250	500	100	400	100	500	0	0	325	250	0	400	500	500	0	0	0	0	175
