A.H3K4me1.intersect.value	CLL.A34019.CEMT_4.H3K4me1.hg38.A34019_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34035.CEMT_5.H3K4me1.hg38.A34035_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34074.CEMT_6.H3K4me1.hg38.A34074_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34938.CEMT_26.H3K4me1.hg38.A34938_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34945.CEMT_27.H3K4me1.hg38.A34945_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34952.CEMT_28.H3K4me1.hg38.A34952_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34959.CEMT_29.H3K4me1.hg38.A34959_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35236.CEMT_25.H3K4me1.hg38.A35236_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35243.CEMT_30.H3K4me1.hg38.A35243_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A60643.CEMT_94.H3K4me1.hg38.bwa-sb.IX4413.C958UANXX_6_ATCACG.FindER2.bed.remDups.bed.intersect.value	CLL.A60650.CEMT_95.H3K4me1.hg38.bwa-sb.IX4414.C958UANXX_7_CTAGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60657.CEMT_96.H3K4me1.hg38.bwa-sb.IX4414.C958UANXX_7_AACTTG.FindER2.bed.remDups.bed.intersect.value	CLL.A60670.CEMT_97.H3K4me1.hg38.bwa-sb.IX4412.C958UANXX_5_ACGATA.FindER2.bed.remDups.bed.intersect.value	EGAN00001091897_EGAX00001135686_EGAR00001139768_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133242_EGAR00001137328_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215953_EGAR00001228604_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001215622_EGAR00001228081_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001133247_EGAR00001137334_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001272679_merged2runs_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001231900_EGAR00001245926_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001215636_EGAR00001228045_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001272596_EGAR00001300137_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001234407_EGAR00001248465_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001291824_EGAR00001320548_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272600_EGAR00001300131_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272621_EGAR00001300048_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272624_EGAR00001300051_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272707_EGAR00001300114_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272668_merged3runs_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001364257_EGAR00001401411_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272656_EGAR00001300003_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272661_EGAR00001300008_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272650_EGAR00001299997_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001274157_EGAX00001419429_EGAR00001456616_MBC_H3K4me1_PAIRED.FindER2.bed.intersect.value	EGAN00001276795_EGAX00001304981_EGAR00001334464_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001276796_EGAX00001304983_EGAR00001334466_PBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001305005_EGAR00001334422_GCBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326452_EGAR00001355725_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305085_EGAR00001334364_csMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305061_EGAR00001334388_NBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326574_EGAR00001355824_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326490_EGAR00001355777_usMBC_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001358538_EGAX00001371128_EGAR00001408501_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	EGAN00001358558_EGAX00001371127_EGAR00001408500_CLL_H3K4me1_SINGLE.FindER2.bed.intersect.value	GCBC.A68886.CEMT_129.H3K4me1.hg38.bwa-sb.IX5126.CAVYBANXX_4_AGCGCT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70848.CEMT_134.H3K4me1.hg38.IX5208.CAVPBANXX_1_ATCACG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70855.CEMT_135.H3K4me1.hg38.IX5209.CAVPBANXX_2_GATCAG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70862.CEMT_136.H3K4me1.hg38.IX5210.CAVPBANXX_3_ACCCAG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70869.CEMT_137.H3K4me1.hg38.IX5211.CAVPBANXX_4_AGCGCT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70876.CEMT_138.H3K4me1.hg38.IX5213.CAVPBANXX_6_CAAAAG.FindER2.bed.remDups.bed.intersect.value
chr1_101369250_101369850	600	300	0	0	600	0	600	225	300	0	150	75	375	0	0	0	0	0	0	300	600	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0
chr1_108669050_108669350	300	300	300	275	300	0	300	0	300	0	300	300	300	0	0	0	0	0	0	300	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_113680250_113680850	500	0	0	0	600	0	600	0	600	575	600	0	600	0	0	0	175	0	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	50	0	0	0	0	0
chr1_113748600_113749050	450	300	0	300	450	150	0	225	450	0	450	450	0	0	0	0	0	0	0	225	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0
chr1_145847100_145847700	600	300	0	0	525	0	600	225	450	525	600	600	600	0	0	0	225	0	0	600	600	300	0	0	75	0	0	0	0	0	0	150	0	0	75	600	0	0	0	0	0	0	300	600	0	0	0	0	0	0
chr1_147927750_147928150	400	325	0	0	400	300	400	400	400	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100
chr1_148329350_148329700	350	0	0	0	350	0	350	350	350	0	350	0	350	350	350	350	0	350	0	350	0	0	0	350	350	350	350	350	350	350	350	350	350	350	350	350	350	0	250	350	0	350	0	350	350	350	250	350	350	350
chr1_151533600_151534200	600	0	225	150	600	300	600	525	600	600	600	0	0	0	0	0	0	0	0	0	600	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525	0	600	600	0	0	0	0	0	0
chr1_152879700_152880200	500	125	0	0	500	0	500	0	0	0	425	0	0	275	0	0	50	0	0	0	500	0	0	500	0	200	0	0	0	0	0	0	200	0	0	500	275	0	500	0	0	0	500	500	350	125	200	275	0	350
chr1_152880850_152881150	300	0	0	300	300	200	300	0	0	0	275	0	0	0	0	0	0	0	275	300	300	0	0	200	0	50	0	50	0	0	0	300	300	300	0	300	200	0	300	0	300	0	275	300	275	200	0	300	275	300
chr1_152908650_152909200	550	0	0	0	550	0	550	0	0	0	550	0	225	0	0	0	400	0	150	300	525	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	550	0	0	0	0	0	0
chr1_153564600_153564900	300	0	0	150	300	0	150	75	300	150	300	300	0	0	0	0	225	0	0	300	300	150	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	150	0	75	0	300	300	0	0	0	0	0	0
chr1_154391250_154391650	375	300	150	400	400	300	400	375	400	0	400	400	0	0	0	0	0	0	0	400	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0
chr1_154435250_154435650	400	0	0	300	400	0	400	0	400	0	75	150	0	0	0	0	175	0	150	0	225	75	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	150	0	0	0	75	375	0	0	0	0	0	0
chr1_156226200_156226650	300	0	75	75	450	0	450	300	450	0	450	0	0	0	0	0	450	0	0	75	450	0	0	0	450	450	0	75	0	0	0	450	450	0	450	450	450	0	0	0	450	0	0	75	450	450	450	450	450	450
chr1_159839950_159840250	300	0	0	0	50	300	300	0	275	0	300	0	0	0	0	0	0	0	0	300	275	0	0	0	125	300	0	0	0	0	125	0	300	0	0	50	300	0	0	0	0	0	0	300	125	275	0	0	50	50
chr1_161802000_161802400	375	0	0	0	400	0	400	0	0	0	400	0	0	0	0	150	0	400	0	0	400	0	0	150	400	0	0	0	0	0	0	400	0	0	0	400	0	0	0	0	0	0	0	400	0	0	0	0	0	0
chr1_165896800_165897150	350	0	50	0	350	0	350	0	0	0	350	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0
chr1_167535950_167536450	500	0	0	0	500	325	500	0	0	0	475	0	0	500	0	475	475	0	0	0	400	0	0	0	0	400	0	175	375	0	325	0	475	500	450	0	0	0	0	0	0	400	0	475	500	0	0	0	0	0
chr1_176091050_176091400	350	0	0	0	350	0	350	0	0	0	0	0	0	0	0	0	0	350	0	350	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_179317500_179317800	300	300	0	150	300	300	300	300	300	75	150	300	0	0	0	75	0	0	0	300	300	0	0	0	300	0	0	0	0	0	0	300	0	0	0	300	0	0	0	0	0	0	0	0	225	300	75	300	300	0
chr1_183287850_183288450	600	600	0	0	525	375	600	0	375	600	600	375	300	0	0	0	0	0	0	600	600	0	0	0	0	0	0	0	0	75	0	0	0	600	0	0	0	0	0	0	225	450	0	150	0	0	0	0	0	0
chr1_183318300_183318850	550	550	250	25	550	0	550	0	450	550	550	300	450	0	0	0	0	0	0	550	450	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0
chr1_200483650_200484100	450	0	0	50	350	0	0	0	0	0	450	0	0	200	0	0	0	0	200	450	425	0	0	0	450	450	0	0	0	0	0	450	450	0	0	450	425	0	0	0	0	325	175	0	450	450	450	450	450	450
chr1_200864400_200864800	375	0	0	400	400	225	400	0	375	400	400	400	75	0	0	0	0	0	0	400	400	100	0	400	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	400	25	400	400	0	100	0	0	0	0
chr1_200970750_200971200	450	450	0	0	450	0	450	0	450	450	450	450	150	0	0	0	0	0	0	225	450	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	450	0	0	0	225	0	450	450	0	0	0	0	0	0
chr1_203672400_203672700	300	75	0	0	150	300	300	0	300	75	300	150	0	0	0	0	0	0	0	300	225	0	150	0	0	0	0	0	0	0	0	0	0	300	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_209106050_209106750	700	0	0	0	700	0	700	0	0	0	0	0	0	0	225	0	700	0	0	675	0	0	0	375	700	0	0	0	0	0	0	700	0	0	0	700	0	0	375	0	0	0	0	700	0	0	0	0	0	0
chr1_209106900_209107800	900	0	0	0	900	300	900	0	450	0	0	0	0	0	0	0	150	0	0	900	0	150	0	0	900	300	0	0	0	0	0	900	0	0	0	900	0	0	0	0	0	0	0	900	0	0	0	0	0	0
chr1_219426900_219427200	300	75	0	0	300	75	150	0	0	0	0	0	0	0	0	0	0	0	0	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	300	0	0	0	0	0
chr1_224175500_224176300	800	750	0	0	800	0	700	0	800	800	775	0	800	800	775	800	0	775	450	675	775	0	0	0	800	800	800	800	800	775	800	775	800	0	800	625	800	0	0	800	0	0	675	800	775	800	775	775	800	550
chr1_224367300_224367650	350	0	0	0	350	0	350	125	0	0	0	50	0	0	0	0	0	0	0	350	350	0	0	0	350	0	0	125	0	0	0	350	275	0	0	350	0	0	0	0	0	0	0	200	350	150	300	350	350	350
chr1_224367900_224368250	350	0	0	275	350	350	350	75	350	225	0	350	0	0	0	0	0	0	0	350	350	0	0	0	350	350	0	75	0	0	0	350	350	0	0	350	350	0	0	0	0	0	0	0	350	350	125	350	350	350
chr1_225855650_225856100	450	200	200	250	450	125	450	350	450	425	450	0	450	450	450	450	450	450	450	425	450	0	0	450	450	450	450	450	450	450	450	450	450	450	450	450	425	0	0	450	0	450	450	450	450	350	350	450	350	0
chr1_230114250_230114550	300	300	0	0	300	150	300	75	300	300	300	300	300	0	0	300	0	0	0	300	300	0	0	0	0	0	0	300	0	0	0	300	0	300	0	300	0	0	0	0	0	0	300	300	0	0	0	0	0	0
chr1_230131050_230131600	550	550	100	450	550	25	550	0	550	550	550	0	325	150	550	225	250	550	550	550	525	150	0	0	550	225	225	375	300	550	150	550	0	550	225	550	0	0	0	550	0	0	375	150	0	0	0	0	0	0
chr1_230193050_230193700	625	0	0	0	625	0	650	325	0	0	650	0	0	650	175	650	400	325	0	550	250	0	0	175	0	0	650	475	650	25	175	0	0	0	400	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0
chr1_230264250_230264650	400	400	0	0	400	0	0	0	400	400	400	0	400	400	225	400	0	0	0	400	400	0	0	0	0	0	400	400	400	0	400	0	400	400	400	400	0	0	0	400	0	0	400	400	0	0	0	0	0	0
chr1_230264900_230266050	1150	1150	0	0	1150	0	1150	300	1150	1150	1150	0	1150	1150	750	1150	0	750	0	1150	1150	0	0	975	0	375	1150	850	1150	1075	1000	0	25	0	975	0	0	0	525	1150	0	0	1150	0	0	0	0	0	0	0
chr1_230271550_230271900	350	200	0	0	350	0	350	0	350	350	350	0	275	350	350	350	350	350	0	200	350	50	125	350	0	125	350	350	350	350	350	0	350	350	350	350	275	0	350	350	0	50	0	350	50	0	0	0	0	0
chr1_230278000_230278500	500	500	0	50	500	0	500	0	500	500	500	0	500	500	500	500	500	500	500	500	500	0	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	0	500	500	0	500	200	500	500	75	125	500	500	0
