A.H3K27me3.intersect.value	CLL.A34022.CEMT_4.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_AAGCGA.FindER2.bed.remDups.bed.intersect.value	CLL.A34038.CEMT_5.H3K27me3.hg38.bwa-sb.IX2843.C3RULACXX_1_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A34077.CEMT_6.H3K27me3.hg38.bwa-sb.IX2843.C3RULACXX_1_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A34941.CEMT_26.H3K27me3.hg38.bwa-sb.IX2650.C3THCACXX_4_AAGCGA.FindER2.bed.remDups.bed.intersect.value	CLL.A34948.CEMT_27.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A34955.CEMT_28.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A34962.CEMT_29.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_CAACTA.FindER2.bed.remDups.bed.intersect.value	CLL.A35239.CEMT_25.H3K27me3.hg38.bwa-sb.IX2650.C3THCACXX_4_CTCAGA.FindER2.bed.remDups.bed.intersect.value	CLL.A35246.CEMT_30.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_TTAGGC.FindER2.bed.remDups.bed.intersect.value	CLL.A60646.CEMT_94.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A60653.CEMT_95.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A60660.CEMT_96.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_CAACTA.FindER2.bed.remDups.bed.intersect.value	CLL.A60667.CEMT_97.H3K27me3.hg38.bwa-sb.IX4419.C9587ANXX_4_TTAGGC.FindER2.bed.remDups.bed.intersect.value	EGAN00001091882_EGAX00001135679_EGAR00001139765_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001091897_EGAX00001135684_EGAR00001139766_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107579_EGAX00001215956_EGAR00001228607_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215954_EGAR00001228605_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171948_EGAR00001185104_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001231898_EGAR00001245924_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001272597_EGAR00001300138_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001272594_EGAR00001300135_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001231899_EGAR00001245925_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001234408_EGAR00001248463_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326545_EGAR00001355700_csMBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272701_EGAR00001300104_PBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265739_EGAX00001272601_EGAR00001300132_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272617_EGAR00001300044_GCBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272702_EGAR00001300105_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272666_merged3runs_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272690_EGAR00001300083_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272658_EGAR00001300005_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272665_EGAR00001300012_PBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272654_EGAR00001300001_GCBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272586_EGAR00001300133_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304999_EGAR00001334472_GCBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304996_EGAR00001334421_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001305064_EGAR00001334391_csMBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305086_EGAR00001334365_csMBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305083_EGAR00001334362_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001364335_EGAR00001401453_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326521_EGAR00001355883_NBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295802_EGAX00001326518_EGAR00001355880_PBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326493_EGAR00001355780_usMBC_H3K27me3_SINGLE.FindER2.bed.intersect.value	GCBC.A68889.CEMT_129.H3K27me3.hg38.bwa-sb.IX5126.CAVYBANXX_4_ATACGG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70851.CEMT_134.H3K27me3.hg38.IX5208.CAVPBANXX_1_TGACCA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70858.CEMT_135.H3K27me3.hg38.A70858_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70865.CEMT_136.H3K27me3.hg38.IX5211.CAVPBANXX_4_ACTCTC.FindER2.bed.remDups.bed.intersect.value	GCBC.A70872.CEMT_137.H3K27me3.hg38.IX5212.CAVPBANXX_5_ATACGG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70879.CEMT_138.H3K27me3.hg38.IX5214.CAVPBANXX_7_CACGAT.FindER2.bed.remDups.bed.intersect.value
chr1_4938300_4938650	350	350	350	350	0	350	0	350	350	350	275	350	0	0	350	350	275	0	350	350	0	350	75	0	0	50	0	0	350	350	275	0	0	350	0	350	350	350	350	350	350	0	350	0	0	0	0	0	0
chr1_4944150_4944700	550	550	550	550	450	550	0	550	550	550	550	550	550	550	0	550	250	0	550	550	250	550	525	550	0	550	0	100	550	550	550	0	0	550	0	550	300	550	550	550	550	0	550	0	0	0	0	0	0
chr1_4944900_4945800	450	900	900	900	75	900	0	900	900	900	900	900	900	450	0	375	900	300	900	900	375	900	900	900	0	900	0	525	900	900	900	0	0	900	0	450	900	900	675	900	900	0	900	0	0	0	0	0	0
chr1_4969500_4969950	450	450	450	450	150	450	0	450	450	450	450	450	225	450	450	225	450	450	450	75	0	450	450	450	0	450	0	150	450	450	450	0	0	450	0	450	450	450	450	450	150	0	450	0	0	0	0	0	0
chr1_4971050_4971750	700	700	700	700	700	700	0	700	700	700	700	700	700	325	0	75	0	0	700	700	0	700	700	700	0	700	0	375	700	525	600	0	0	700	0	700	150	700	700	700	700	0	450	0	0	0	0	0	0
chr1_4989850_4990200	275	350	350	350	350	350	0	0	275	350	350	350	350	350	350	350	0	75	350	350	0	350	350	350	0	0	0	350	350	350	350	0	0	350	0	350	350	350	350	350	350	0	350	0	0	0	0	0	0
chr1_5008500_5008950	0	450	450	450	0	450	0	0	450	450	450	450	450	450	375	0	225	450	450	450	0	450	450	450	0	450	0	450	450	450	225	0	0	225	0	450	225	450	450	450	450	0	450	0	0	0	0	0	0
chr1_5021750_5022300	250	550	550	550	0	550	0	250	550	550	550	550	550	300	25	525	450	550	550	550	0	550	550	0	0	0	0	300	550	25	550	0	0	550	0	550	175	550	550	325	300	0	550	0	0	0	25	0	0
chr1_5039700_5040000	0	300	300	300	0	300	225	0	300	300	300	300	300	300	300	300	0	0	300	0	0	300	300	0	0	300	150	300	300	300	300	0	0	300	0	300	300	300	300	300	300	0	300	0	0	0	0	0	0
chr1_5070750_5071050	300	300	300	300	300	300	150	300	300	300	300	300	300	75	300	0	300	0	300	300	0	300	300	225	0	300	0	300	300	300	75	0	0	300	0	300	0	300	300	300	300	0	300	0	0	0	0	0	75
chr1_5104550_5104950	375	400	400	400	300	400	375	400	400	400	400	400	400	400	0	400	0	375	400	400	400	400	400	300	0	400	300	375	400	400	400	0	0	400	0	400	400	400	400	400	400	0	400	0	0	0	0	0	250
chr1_5132750_5133150	400	400	400	400	300	400	150	400	400	375	375	400	400	400	0	400	400	400	400	400	400	400	400	0	0	400	0	400	400	400	400	0	0	400	0	400	400	400	400	400	400	0	400	0	0	0	0	0	0
chr1_5139300_5139700	0	400	150	400	300	400	175	375	400	400	400	75	375	150	175	225	0	325	400	400	0	400	400	400	0	0	250	400	400	0	400	0	0	400	0	400	250	175	400	325	400	0	0	0	0	0	0	0	0
chr1_5146600_5147250	650	500	650	650	650	650	375	575	650	650	650	650	650	50	0	350	125	600	650	650	0	650	650	225	0	375	0	275	650	650	650	200	0	650	0	650	650	650	650	650	650	0	650	0	0	0	0	0	0
chr1_5156050_5156400	350	350	350	350	125	350	125	350	350	350	350	350	350	200	350	350	350	350	350	350	350	350	350	350	0	350	200	350	350	350	350	350	0	350	0	350	350	350	350	350	350	0	350	0	0	0	0	0	0
chr1_5164900_5165250	350	350	350	350	350	350	0	350	350	350	350	350	350	125	0	350	350	350	350	350	0	350	350	350	0	50	0	350	350	350	350	0	0	350	0	350	350	350	350	350	275	0	350	0	0	0	0	0	0
chr1_5177700_5178000	0	300	300	300	0	150	0	75	300	300	300	300	300	0	0	0	300	0	300	300	0	300	300	300	0	0	0	300	300	300	300	0	0	75	0	0	300	0	300	300	0	0	300	0	0	0	0	0	0
chr1_5178300_5178700	400	400	400	300	400	400	0	400	400	400	400	400	375	400	0	0	400	0	400	0	0	400	400	0	0	0	0	400	400	225	0	0	0	0	0	0	225	325	375	400	0	0	250	0	0	0	0	0	0
chr1_5194200_5194700	500	500	500	500	500	500	125	500	500	500	500	500	500	0	150	500	500	500	500	500	0	500	500	500	350	500	0	0	500	500	500	0	0	500	0	500	500	500	500	500	500	0	500	0	0	0	0	0	0
chr1_5199750_5200800	1050	1050	1050	1050	825	1050	300	1050	1050	1050	1050	1050	1050	0	525	825	1050	300	1050	1050	0	1050	1050	600	0	75	0	375	1050	1050	900	0	0	1050	0	1050	1050	1050	1050	1050	1050	0	1050	0	0	0	0	0	0
chr1_5200950_5201350	400	400	400	400	400	400	0	400	400	375	400	375	400	400	400	400	400	0	400	400	400	400	400	400	0	400	0	0	400	400	250	0	0	400	0	400	400	400	400	400	400	0	400	0	0	0	0	0	0
chr1_5225050_5225350	0	300	300	300	275	300	125	300	0	300	300	300	300	25	0	300	300	100	300	0	0	300	300	0	0	0	0	300	300	275	300	175	0	275	0	275	200	300	300	300	300	0	300	0	0	0	0	0	0
chr1_5227300_5227750	250	450	450	450	100	450	50	450	450	0	450	125	100	100	450	450	450	100	450	275	0	450	450	450	0	200	0	450	450	450	450	350	0	450	0	450	450	450	450	450	450	0	450	0	0	0	450	0	0
chr1_5235050_5235350	275	300	300	300	300	300	0	300	300	200	275	300	300	50	300	300	300	300	300	200	0	300	300	300	0	300	0	300	300	300	300	0	0	300	0	300	300	300	300	300	50	300	125	0	0	0	0	0	0
chr1_5245500_5245800	300	300	300	300	300	300	300	300	300	300	300	300	300	300	0	75	225	225	300	300	75	300	300	300	0	300	0	300	75	225	300	0	0	300	0	0	75	300	0	300	300	0	300	0	0	0	0	0	0
chr1_5255050_5255400	350	350	275	350	0	350	0	350	50	350	350	350	350	0	0	0	350	0	350	350	50	350	350	350	0	350	0	0	350	350	275	0	0	350	0	350	350	350	350	200	350	350	350	0	0	0	0	0	0
chr1_5336450_5336950	25	400	500	500	100	500	0	250	500	400	475	325	400	475	25	500	0	0	500	475	0	500	500	0	0	325	0	250	475	325	500	0	0	500	0	475	500	500	500	500	500	0	400	0	0	0	0	0	0
chr1_5339650_5340150	275	500	500	500	50	500	500	500	500	500	300	500	275	225	500	225	450	0	500	500	150	500	500	150	0	0	0	75	500	500	500	0	0	500	0	300	500	300	500	500	450	0	500	0	0	0	0	0	0
chr1_5348700_5349100	400	400	400	400	400	400	0	400	400	400	400	400	400	400	0	0	0	175	400	400	0	400	375	175	0	0	0	0	325	400	400	0	400	400	0	400	400	400	175	400	400	0	400	0	0	0	0	0	0
chr1_5359600_5360300	200	275	700	700	50	700	0	125	700	700	700	700	700	700	0	125	700	200	700	700	0	700	700	700	0	125	200	500	700	700	275	0	0	700	0	700	50	700	700	700	700	0	700	0	0	0	0	0	0
chr1_5381500_5381850	150	350	350	200	150	350	0	350	350	350	350	350	350	350	350	0	50	350	350	125	0	350	350	350	0	0	0	0	350	350	200	300	0	350	0	350	150	350	350	350	350	0	350	0	0	0	0	0	0
chr1_5388700_5389000	125	300	300	300	275	300	50	300	300	300	300	300	300	0	300	300	200	300	300	300	0	300	300	300	0	300	0	275	300	300	300	0	0	300	0	300	300	300	300	300	300	50	300	0	0	0	0	0	0
chr1_5410950_5411400	0	450	450	300	0	450	450	0	450	450	450	450	450	450	450	300	0	0	450	450	0	450	450	450	0	150	0	0	450	450	450	225	0	300	0	375	450	450	450	450	450	0	450	0	0	0	0	0	0
chr1_5457200_5457500	300	300	300	300	100	125	200	300	300	275	300	300	300	0	0	200	0	0	275	300	50	300	200	300	0	300	0	275	200	275	275	0	0	300	0	200	50	0	300	300	0	0	200	0	0	0	0	0	0
chr1_5462700_5463050	350	350	350	350	350	350	50	350	350	350	350	350	350	350	300	0	350	225	350	225	350	350	350	350	0	350	0	0	350	350	350	200	0	350	0	350	350	350	350	350	350	200	350	0	0	0	0	0	0
chr1_5555250_5555700	450	450	450	450	450	450	150	450	150	450	450	450	450	150	450	150	450	150	450	375	0	450	75	450	0	450	0	450	450	450	450	0	0	450	0	450	450	450	450	450	0	0	450	0	0	0	0	0	0
chr1_5593750_5594250	500	500	500	425	500	500	150	500	500	500	500	500	500	0	500	500	150	0	500	500	0	500	500	500	0	500	0	300	500	500	500	0	0	500	0	500	500	500	500	500	500	0	500	0	0	0	0	0	0
chr1_5596800_5597100	300	300	300	300	300	300	300	300	300	300	300	300	300	300	225	0	0	0	300	300	300	300	300	300	0	225	0	300	300	300	300	0	0	300	0	300	300	300	150	300	300	0	300	0	0	0	0	0	0
chr1_5682100_5682500	350	400	400	400	200	400	400	400	350	400	400	400	400	275	0	0	400	0	400	400	0	400	400	400	0	0	0	350	400	400	200	125	0	400	0	125	400	400	125	400	125	0	400	0	0	0	0	0	0
chr1_6981100_6981450	225	350	350	350	350	350	75	350	350	200	350	350	350	350	350	0	350	350	350	350	0	350	350	350	0	350	0	200	350	0	350	0	350	350	0	0	350	350	75	350	350	350	350	350	0	125	0	75	350
chr1_7129650_7129950	300	300	300	300	300	300	0	150	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	75	0	300	0	300	300	300	300	300	0	300	0	300	300	300	300	300	300	0	300	300	300	300	300	300	300
