A.H3K36me3.intersect.value	CLL.A34023.CEMT_4.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_ACTCTC.FindER2.bed.remDups.bed.intersect.value	CLL.A34039.CEMT_5.H3K36me3.hg38.bwa-sb.IX2845.C4C9JACXX_3_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A34078.CEMT_6.H3K36me3.hg38.bwa-sb.IX2845.C4C9JACXX_3_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34942.CEMT_26.H3K36me3.hg38.bwa-sb.IX2652.C3TC1ACXX_2_ACTCTC.FindER2.bed.remDups.bed.intersect.value	CLL.A34949.CEMT_27.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A34956.CEMT_28.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34963.CEMT_29.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_CCACGC.FindER2.bed.remDups.bed.intersect.value	CLL.A35240.CEMT_25.H3K36me3.hg38.bwa-sb.IX2652.C3TC1ACXX_2_GCACTT.FindER2.bed.remDups.bed.intersect.value	CLL.A35247.CEMT_30.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_GGCTAC.FindER2.bed.remDups.bed.intersect.value	CLL.A60647.CEMT_94.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60654.CEMT_95.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A60661.CEMT_96.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_CCACGC.FindER2.bed.remDups.bed.intersect.value	CLL.A60666.CEMT_97.H3K36me3.hg38.bwa-sb.IX4419.C9587ANXX_4_ATGTCA.FindER2.bed.remDups.bed.intersect.value	EGAN00001091882_EGAX00001135678_EGAR00001139764_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001091897_EGAX00001135685_EGAR00001139767_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133241_EGAR00001137327_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215952_EGAR00001228603_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171934_EGAR00001185148_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001133248_EGAR00001137335_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001323204_EGAR00001352516_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001291868_EGAR00001320595_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001323211_EGAR00001352511_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291885_EGAR00001320546_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323208_EGAR00001352512_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326464_EGAR00001355737_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272587_EGAR00001300134_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272615_EGAR00001300042_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272623_EGAR00001300050_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272638_EGAR00001300127_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272667_merged3runs_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272688_EGAR00001300081_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272657_EGAR00001300004_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272663_EGAR00001300010_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272652_EGAR00001299999_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272583_EGAR00001300071_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304986_EGAR00001334469_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304994_EGAR00001334419_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326453_EGAR00001355726_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305063_EGAR00001334390_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305082_EGAR00001334361_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295795_EGAX00001326624_EGAR00001355770_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326575_EGAR00001355825_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326601_EGAR00001355747_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326483_EGAR00001355810_usMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	GCBC.A68890.CEMT_129.H3K36me3.hg38.bwa-sb.IX5127.CAVYBANXX_5_ATCCTA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70852.CEMT_134.H3K36me3.hg38.IX5208.CAVPBANXX_1_ACAGTG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70859.CEMT_135.H3K36me3.hg38.A70859_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70866.CEMT_136.H3K36me3.hg38.IX5211.CAVPBANXX_4_ACTGAT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70873.CEMT_137.H3K36me3.hg38.IX5212.CAVPBANXX_5_ATCCTA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70880.CEMT_138.H3K36me3.hg38.IX5214.CAVPBANXX_7_CACTCA.FindER2.bed.remDups.bed.intersect.value
chr1_243512850_243513250	0	0	400	400	0	400	0	300	0	400	0	400	400	0	250	0	400	150	300	300	325	400	400	400	225	0	0	400	400	400	400	400	0	0	400	0	400	0	400	400	0	400	400	400	0	0	0	0	0	0
chr1_243605200_243605550	0	0	350	350	0	0	350	350	0	350	0	350	350	0	225	0	350	75	350	350	0	350	350	350	350	0	0	150	350	350	350	275	0	0	350	0	150	0	350	350	0	350	350	350	0	75	0	0	0	0
chr1_243665900_243666300	0	0	400	400	0	400	400	400	0	150	0	400	400	300	0	400	150	0	0	400	0	400	400	400	400	0	0	400	400	400	250	400	0	0	400	0	400	0	400	400	0	400	0	400	0	0	0	0	0	0
chr1_243706700_243707050	0	0	325	0	0	350	350	350	0	350	0	350	350	350	0	350	350	250	0	0	0	0	350	350	350	0	0	350	350	350	350	350	0	0	350	0	350	0	350	350	325	350	350	350	0	0	0	0	0	0
chr1_243730900_243731400	0	0	500	0	0	425	0	500	0	500	0	500	500	500	500	275	500	350	50	500	425	500	500	500	500	0	0	500	500	500	500	500	0	0	500	0	500	0	500	500	0	500	500	500	0	0	0	0	0	0
chr1_243758600_243759100	300	0	475	500	0	500	500	500	0	475	0	500	400	0	0	500	0	0	0	25	0	500	500	500	0	0	0	0	325	25	500	100	0	0	475	0	325	0	500	500	0	500	500	500	0	0	0	0	0	0
chr1_243803750_243804300	225	0	550	550	0	550	550	550	0	550	0	550	550	0	550	550	550	550	550	550	0	325	550	475	400	0	0	550	550	550	550	550	0	0	475	0	550	0	550	550	0	550	550	550	0	0	0	0	0	0
chr1_245752150_245752650	50	500	500	500	0	500	0	500	0	500	500	500	500	200	425	150	225	425	0	225	500	0	500	225	500	0	225	500	500	500	500	500	500	200	500	0	500	0	500	500	0	500	500	500	0	0	0	0	0	0
chr1_245925800_245926300	0	375	500	0	0	450	0	500	0	475	500	500	100	100	500	500	500	500	250	500	500	0	500	500	500	250	0	500	325	500	500	500	475	500	500	500	400	0	500	500	0	500	500	500	500	250	0	0	250	0
chr10_12663150_12663700	225	550	550	525	525	525	0	525	375	550	0	550	550	550	550	175	550	475	550	400	25	0	550	550	550	0	0	550	550	550	550	550	175	0	325	0	550	550	550	550	0	550	550	550	0	0	0	0	0	0
chr10_46228450_46228750	0	300	300	0	0	0	0	0	0	300	300	300	300	0	0	0	0	100	0	300	175	0	300	300	0	0	0	300	0	0	0	300	0	0	300	0	0	300	0	300	0	300	100	300	0	0	0	0	0	0
chr10_72588450_72588750	0	75	0	225	0	225	0	300	75	0	0	300	300	0	0	75	300	300	0	300	0	0	300	300	0	0	0	0	0	0	300	0	0	75	300	150	0	75	300	300	0	75	0	300	300	0	0	300	300	225
chr10_79425300_79425600	150	300	300	300	0	300	0	300	0	300	300	300	300	0	0	300	300	0	0	300	300	0	300	300	300	300	0	0	0	300	300	300	300	0	150	0	300	300	300	225	300	300	300	300	0	0	0	0	0	0
chr10_86807450_86807800	175	350	350	350	350	350	350	350	0	325	0	350	325	0	0	175	0	100	0	325	0	0	350	0	175	0	0	0	0	0	0	0	350	25	175	350	0	325	250	0	0	350	0	350	175	0	0	0	0	0
chr10_110080650_110080950	0	0	0	0	0	0	0	0	0	300	0	300	300	0	300	300	300	300	300	300	0	0	300	300	300	75	0	300	300	75	300	0	0	300	300	150	225	300	300	300	0	300	300	300	300	300	300	300	300	300
chr10_112574550_112575000	0	0	450	0	0	0	150	0	0	450	0	450	450	0	0	0	0	0	450	150	0	0	450	300	0	0	0	0	0	0	450	450	0	0	450	0	150	450	450	450	0	450	0	375	450	0	0	0	0	300
chr10_116826050_116826400	0	350	350	350	350	350	0	350	350	350	0	350	350	0	0	0	0	0	0	350	350	0	350	325	350	0	350	0	0	0	0	0	0	350	350	350	0	350	350	0	250	350	0	25	350	0	0	0	0	0
chr11_698150_698600	50	350	450	450	0	450	0	450	350	0	0	450	450	450	450	450	450	450	0	350	0	350	450	425	450	450	450	450	450	450	450	450	450	450	0	450	450	450	450	450	450	450	450	450	350	0	125	450	0	0
chr11_9556350_9556650	0	0	225	0	0	0	75	0	0	300	75	300	300	300	0	300	300	300	300	300	0	0	300	300	300	0	300	150	300	300	300	300	300	300	300	300	300	300	300	300	0	300	300	300	300	300	300	300	300	300
chr11_17310350_17310750	0	400	250	400	0	400	0	400	400	0	0	400	300	400	400	0	400	400	400	400	175	150	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400	400
chr11_63545150_63545500	0	350	100	0	0	350	0	350	0	300	0	0	0	25	350	350	350	350	0	350	350	0	350	325	350	0	0	350	350	350	350	350	175	0	350	0	350	350	350	350	250	350	350	350	0	0	0	0	0	0
chr11_108092400_108092700	300	150	300	75	0	75	75	300	75	300	0	300	300	300	300	300	300	300	300	300	300	0	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300
chr11_108933650_108933950	0	50	125	125	0	0	0	125	0	275	0	300	300	0	125	0	300	0	275	275	0	50	300	300	100	0	0	0	300	300	300	50	0	300	300	0	25	300	300	300	0	300	300	300	200	0	0	0	300	0
chr11_117089850_117090250	0	0	400	0	0	0	0	0	0	0	0	400	400	0	400	100	375	400	225	400	0	0	375	375	25	0	0	375	400	400	400	400	0	0	400	0	100	400	400	400	0	400	400	400	25	0	0	325	400	25
chr11_118246800_118247100	0	0	0	300	0	300	0	150	225	300	0	225	300	300	0	0	0	0	0	300	0	0	300	0	0	0	0	0	0	0	0	0	0	300	300	300	0	300	0	300	0	300	0	300	75	0	0	300	0	150
chr11_122722550_122722850	0	250	300	300	0	300	0	300	0	0	0	175	0	0	0	125	0	0	0	25	0	100	300	300	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0
chr12_14756300_14756700	0	400	300	0	0	400	0	400	250	400	400	400	400	400	175	0	400	0	400	400	400	0	400	400	0	0	0	375	400	250	325	0	300	0	400	0	0	400	400	400	0	400	0	400	0	0	0	0	0	0
chr12_26340700_26341000	50	300	300	0	0	275	0	300	50	300	300	300	25	0	0	300	300	300	0	300	300	0	300	300	0	300	50	300	300	200	300	300	300	300	275	300	300	200	300	300	300	300	275	300	0	0	0	0	0	0
chr12_92978250_92978550	0	0	300	0	0	225	0	75	0	300	300	300	300	0	0	300	300	0	0	300	300	0	300	0	300	0	300	300	75	300	300	300	0	300	300	300	0	300	300	300	0	300	0	300	0	0	0	150	0	0
chr12_93831250_93831600	0	300	350	350	300	0	300	350	275	225	125	275	50	350	350	150	0	0	275	350	0	0	350	350	350	0	0	150	0	0	350	0	0	0	350	0	0	350	350	350	0	0	350	350	0	0	0	0	0	0
chr12_110005050_110005350	300	0	300	300	0	0	0	300	0	300	0	0	0	0	300	225	300	0	75	300	0	0	300	300	300	0	75	225	300	0	0	150	0	300	0	300	0	300	300	300	0	300	300	300	300	300	300	300	300	300
chr12_116868750_116869250	425	500	500	500	125	500	0	500	500	500	500	500	500	500	500	0	0	500	0	500	500	0	500	500	0	0	500	0	0	0	0	225	500	500	500	500	0	500	500	500	0	500	125	500	500	0	0	500	0	0
chr12_116869900_116870250	0	350	350	350	0	0	0	350	350	350	350	350	350	350	350	0	0	350	0	350	0	0	350	350	0	0	350	0	0	0	0	0	350	350	350	350	0	350	350	350	0	350	0	350	350	0	0	0	0	0
chr12_116872450_116873150	0	700	700	700	0	0	0	700	700	350	700	700	700	275	700	0	0	50	0	700	0	0	700	700	0	0	125	0	0	0	0	200	0	125	700	125	0	200	0	275	0	700	0	0	350	0	0	0	50	0
chr12_116875500_116875800	225	300	300	300	0	0	0	300	300	300	300	300	300	0	300	75	0	300	0	300	0	0	300	300	0	0	75	0	0	0	0	0	0	300	300	300	0	150	300	300	0	300	0	300	300	300	300	300	300	300
chr12_119704250_119704800	300	525	0	450	0	450	0	450	0	525	0	550	0	325	0	250	250	150	0	175	0	0	550	375	0	550	550	0	0	0	300	550	550	550	450	550	0	475	550	0	550	550	100	550	550	0	0	550	375	0
chr12_122869450_122869750	0	300	300	300	0	300	0	300	300	125	0	300	50	300	300	300	300	300	300	300	300	0	300	300	300	300	125	300	300	300	300	300	300	0	275	0	300	300	300	300	300	300	300	300	0	0	0	0	0	0
chr12_122877350_122877700	0	350	350	350	0	350	0	350	0	0	0	0	0	250	350	350	350	350	350	175	0	0	350	325	350	325	0	350	350	350	350	350	350	0	0	0	350	350	350	350	0	350	350	350	0	0	0	0	0	0
chr13_30506700_30507000	0	300	300	225	0	300	75	0	75	300	300	300	300	0	0	75	0	300	0	0	0	0	300	300	0	0	0	0	0	0	0	300	225	0	75	300	0	0	300	300	75	300	300	75	0	0	0	0	0	0
