A.H3K4me3.intersect.value	CLL.A34020.CEMT_4.H3K4me3.hg38.A34020_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34036.CEMT_5.H3K4me3.hg38.A34036_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34075.CEMT_6.H3K4me3.hg38.A34075_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34939.CEMT_26.H3K4me3.hg38.A34939_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34946.CEMT_27.H3K4me3.hg38.A34946_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34953.CEMT_28.H3K4me3.hg38.A34953_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34960.CEMT_29.H3K4me3.hg38.A34960_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35237.CEMT_25.H3K4me3.hg38.A35237_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35244.CEMT_30.H3K4me3.hg38.A35244_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A60644.CEMT_94.H3K4me3.hg38.bwa-sb.IX4412.C958UANXX_5_GATCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A60651.CEMT_95.H3K4me3.hg38.bwa-sb.IX4412.C958UANXX_5_GATGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60658.CEMT_96.H3K4me3.hg38.A60658_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A60669.CEMT_97.H3K4me3.hg38.A60669_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	EGAN00001091882_EGAX00001135682_EGAR00001139772_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001091897_EGAX00001215957_EGAR00001228608_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001128209_EGAR00001132156_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095891_EGAX00001135680_EGAR00001139770_NBC_H3K4me3_SINGLE.MACS2NoInput.bed.intersect.value	EGAN00001107643_EGAX00001231897_EGAR00001245923_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001215621_EGAR00001228080_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001138967_EGAR00001143053_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001323202_EGAR00001352518_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001291853_EGAR00001320580_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001323210_EGAR00001352510_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291851_EGAR00001320578_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323205_merged2runs_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001291825_EGAR00001320549_csMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272592_merged2runs_PBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272613_merged2runs_GCBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272644_EGAR00001299991_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272704_EGAR00001300108_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272686_EGAR00001300079_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272655_EGAR00001300002_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272660_EGAR00001300007_PBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272649_EGAR00001299996_GCBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272584_EGAR00001300013_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001274157_EGAX00001419444_EGAR00001456638_MBC_H3K4me3_PAIRED.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304984_EGAR00001334467_GCBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304993_EGAR00001334418_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001305087_EGAR00001334366_csMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305084_EGAR00001334363_csMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001326449_EGAR00001355722_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001280969_EGAX00001419407_merged2runs_MBC_H3K4me3_PAIRED.FindER2.bed.intersect.value	EGAN00001295794_EGAX00001326425_EGAR00001355899_GCBC_H3K4me3_SINGLE.MACS2NoInput.bed.intersect.value	EGAN00001295795_EGAX00001326623_EGAR00001355769_PBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326617_EGAR00001355763_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326600_EGAR00001355772_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295804_EGAX00001326426_merged2runs_NBC_H3K4me3_SINGLE.MACS2NoInput.bed.intersect.value	EGAN00001295815_EGAX00001326482_EGAR00001355809_usMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	GCBC.A68887.CEMT_129.H3K4me3.hg38.bwa-sb.IX5130.CAVYBANXX_8_AGGCCG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70849.CEMT_134.H3K4me3.hg38.A70849_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70856.CEMT_135.H3K4me3_1_lane_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70863.CEMT_136.H3K4me3.125nt.hg38.FindER2.bed.remDups.bed.intersect.value	GCBC.A70870.CEMT_137.H3K4me3.125nt.hg38.FindER2.bed.remDups.bed.intersect.value	GCBC.A70877.CEMT_138.H3K4me3_1_lane_dupsFlagged.FindER2.bed.remDups.bed.intersect.value
chr10_32245950_32246350	400	375	0	375	375	75	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0
chr10_62760450_62761000	550	0	0	0	0	0	0	0	525	0	0	0	0	0	375	0	0	0	0	0	0	550	550	0	0	0	0	0	0	0	375	0	375	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	550	450	0	0	0	0
chr10_70602000_70603250	1250	0	0	0	825	0	0	0	1250	0	0	0	0	0	0	0	0	0	0	0	0	1250	1250	1250	0	0	0	0	0	0	0	0	0	0	0	0	450	0	450	375	0	0	0	0	1250	0	0	0	375	0	0	0	0	0
chr11_10899050_10899450	225	0	0	0	400	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	300	400	400	400	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_61971350_61971850	500	0	0	0	0	0	0	0	475	0	0	0	0	0	500	0	0	500	0	0	0	500	450	250	0	175	250	0	500	500	500	500	250	475	0	500	500	400	500	0	500	475	0	175	0	500	0	400	500	250	0	300	325	400
chr11_68943000_68943600	600	0	0	600	600	0	600	0	300	0	0	0	0	0	0	0	0	0	0	0	0	600	600	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0
chr11_68946050_68946900	850	0	0	0	625	0	850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	825	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11_69547600_69548250	650	0	650	425	650	0	650	0	650	0	0	0	0	0	0	0	0	0	0	0	0	650	50	350	0	200	125	0	0	0	0	0	425	0	0	0	500	0	350	0	0	0	0	200	650	0	0	0	425	350	50	425	50	350
chr11_76148550_76149200	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_4293450_4294050	600	600	0	0	450	0	375	300	600	450	600	0	0	0	0	0	0	0	0	0	525	600	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_11855250_11855650	400	400	400	0	400	0	400	0	400	0	175	0	0	0	400	300	0	400	0	0	0	400	375	400	250	175	0	0	325	400	400	175	0	400	0	400	400	250	400	0	325	100	0	0	325	400	0	400	400	400	400	400	400	400
chr12_25012550_25012900	350	350	0	0	250	0	350	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0
chr12_25015700_25016100	400	400	300	75	375	0	375	0	0	100	25	0	0	0	0	0	0	0	0	0	0	400	400	0	0	0	175	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	400	175	0	250	325	400
chr12_68198250_68198950	700	0	0	0	700	0	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700	450	0	0	0	0	0	0	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_117878250_117878950	700	300	0	0	0	0	0	0	525	0	300	0	0	0	0	0	0	0	375	0	0	700	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_117893700_117894550	850	0	75	0	825	0	850	0	675	0	0	0	0	0	0	0	0	0	0	0	0	850	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0
chr12_117966300_117966900	600	525	0	0	525	225	525	0	600	0	525	300	375	0	0	0	0	0	0	0	75	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12_124738850_124739200	350	350	0	0	0	0	350	0	350	350	325	0	0	0	0	0	0	0	0	0	0	350	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0
chr12_132075600_132076200	600	75	0	0	375	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	600	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13_36298050_36298600	450	0	0	0	525	0	525	0	0	0	0	0	0	525	550	525	214	550	450	550	0	550	550	525	0	525	550	550	550	550	550	550	550	550	0	550	550	550	550	525	550	550	0	525	375	550	247	550	550	525	525	550	550	450
chr13_36345200_36345500	275	0	0	0	300	0	275	0	0	0	0	0	0	200	300	300	0	300	300	300	0	300	300	300	0	300	300	125	300	300	300	300	300	300	0	300	300	300	300	300	300	300	0	300	300	300	216	300	300	300	300	300	300	300
chr13_39347900_39348700	775	0	0	0	0	0	750	0	600	0	0	0	0	0	0	0	0	0	0	400	0	800	675	375	0	0	800	0	0	0	300	0	800	0	0	0	0	0	0	0	0	0	0	775	0	0	0	0	0	0	0	0	0	0
chr13_40382150_40383000	750	0	0	0	600	0	825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	850	675	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13_48994700_48995050	325	0	0	0	325	0	350	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13_113139000_113139700	700	0	700	175	700	0	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr13_113607650_113608500	775	0	0	0	0	0	850	0	700	0	0	0	0	0	0	0	0	0	0	0	0	850	750	0	0	0	0	0	0	525	550	450	0	0	550	0	0	0	0	0	0	0	0	0	850	0	0	0	0	0	0	0	0	0
chr14_45194750_45195400	650	650	0	325	650	0	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	625	0	0	0	475	0	0	0	0	0	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
chr14_68088500_68088850	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14_68781150_68781450	300	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	300	0	300	300	300	300	0	0	0	0	300	0	0	225	225	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	225	0	0	0	300	0
chr14_74743850_74744800	950	0	0	0	950	0	950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14_77023250_77023600	350	350	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	350	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14_77037450_77037900	450	450	0	0	450	225	300	0	450	75	300	0	0	0	375	0	0	450	0	0	0	450	450	75	0	0	0	0	450	375	300	300	0	0	75	450	0	225	0	0	450	0	0	0	0	450	0	0	0	0	0	0	0	0
chr14_95523450_95524050	600	600	0	0	600	0	600	0	600	0	0	0	0	225	0	0	0	0	0	0	525	600	450	600	0	600	0	0	300	525	0	450	600	600	0	0	600	0	600	300	600	0	0	600	0	525	0	0	600	600	600	600	600	600
chr15_34319500_34319800	300	300	50	0	275	0	300	50	300	0	0	0	0	0	125	0	0	300	0	0	0	300	125	125	0	275	0	0	125	300	275	50	0	50	0	300	0	0	125	0	300	275	0	0	0	50	0	0	0	0	0	0	0	0
