A.intersect.value	CLL.A34020.CEMT_4.H3K4me3.hg38.A34020_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34036.CEMT_5.H3K4me3.hg38.A34036_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34075.CEMT_6.H3K4me3.hg38.A34075_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34939.CEMT_26.H3K4me3.hg38.A34939_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34946.CEMT_27.H3K4me3.hg38.A34946_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34953.CEMT_28.H3K4me3.hg38.A34953_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34960.CEMT_29.H3K4me3.hg38.A34960_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35237.CEMT_25.H3K4me3.hg38.A35237_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35244.CEMT_30.H3K4me3.hg38.A35244_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A60644.CEMT_94.H3K4me3.hg38.bwa-sb.IX4412.C958UANXX_5_GATCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A60651.CEMT_95.H3K4me3.hg38.bwa-sb.IX4412.C958UANXX_5_GATGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60658.CEMT_96.H3K4me3.hg38.A60658_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A60669.CEMT_97.H3K4me3.hg38.A60669_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	EGAN00001091882_EGAX00001135682_EGAR00001139772_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001091897_EGAX00001215957_EGAR00001228608_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001128209_EGAR00001132156_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095891_EGAX00001135680_EGAR00001139770_NBC_H3K4me3_SINGLE.MACS2NoInput.bed.intersect.value	EGAN00001107643_EGAX00001231897_EGAR00001245923_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001215621_EGAR00001228080_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001138967_EGAR00001143053_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001323202_EGAR00001352518_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001291853_EGAR00001320580_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001323210_EGAR00001352510_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291851_EGAR00001320578_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323205_merged2runs_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001291825_EGAR00001320549_csMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272592_merged2runs_PBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272613_merged2runs_GCBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272644_EGAR00001299991_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272704_EGAR00001300108_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272686_EGAR00001300079_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272655_EGAR00001300002_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272660_EGAR00001300007_PBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272649_EGAR00001299996_GCBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272584_EGAR00001300013_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001274157_EGAX00001419444_EGAR00001456638_MBC_H3K4me3_PAIRED.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304984_EGAR00001334467_GCBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304993_EGAR00001334418_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001305087_EGAR00001334366_csMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305084_EGAR00001334363_csMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001326449_EGAR00001355722_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001280969_EGAX00001419407_merged2runs_MBC_H3K4me3_PAIRED.FindER2.bed.intersect.value	EGAN00001295794_EGAX00001326425_EGAR00001355899_GCBC_H3K4me3_SINGLE.MACS2NoInput.bed.intersect.value	EGAN00001295795_EGAX00001326623_EGAR00001355769_PBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326617_EGAR00001355763_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326600_EGAR00001355772_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295804_EGAX00001326426_merged2runs_NBC_H3K4me3_SINGLE.MACS2NoInput.bed.intersect.value	EGAN00001295815_EGAX00001326482_EGAR00001355809_usMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	GCBC.A68887.CEMT_129.H3K4me3.hg38.bwa-sb.IX5130.CAVYBANXX_8_AGGCCG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70849.CEMT_134.H3K4me3.hg38.A70849_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70856.CEMT_135.H3K4me3_1_lane_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70863.CEMT_136.H3K4me3.125nt.hg38.FindER2.bed.remDups.bed.intersect.value	GCBC.A70870.CEMT_137.H3K4me3.125nt.hg38.FindER2.bed.remDups.bed.intersect.value	GCBC.A70877.CEMT_138.H3K4me3_1_lane_dupsFlagged.FindER2.bed.remDups.bed.intersect.value
chr1_145977800_145978550	0	0	750	0	200	0	0	650	0	0	0	0	0	0	750	625	0	750	725	725	700	750	750	750	550	750	0	0	750	750	750	750	0	100	275	750	0	325	750	750	750	750	0	0	750	750	0	750	0	525	0	0	50	350
chr1_153293750_153294050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	275	0	300	275	0	0	0	0	0	0	300	0	0	300	300	300	300	0	0	0	0	0	300	300	275	300	125	0	0	0	300	0	275	50	0	0	125	0	0
chr1_155970200_155970350	0	150	150	0	0	150	0	50	0	0	0	0	0	125	150	0	0	150	150	50	50	150	150	150	0	150	0	0	150	150	150	150	0	50	0	150	150	150	150	50	150	150	0	0	150	150	0	150	0	0	0	0	125	0
chr1_157811250_157811900	0	0	575	0	0	650	0	650	650	125	0	0	125	600	650	650	0	650	650	650	0	650	50	650	450	650	0	0	650	650	650	650	0	125	0	575	650	650	500	350	650	650	0	0	350	650	0	350	375	600	0	0	500	150
chr1_158249400_158250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	525	0	0	0	0	0	0	0	0	0	0	600	600	600	600	0	0	0	0	0	600	0	0	600	0	0	0	0	600	0	0	0	0	0	0	0	0
chr1_158292000_158292450	0	0	0	0	0	0	0	0	0	0	0	0	0	450	450	450	0	450	450	0	0	0	0	0	0	450	0	0	450	450	450	450	0	0	0	450	0	300	450	0	450	450	0	0	0	450	0	450	225	0	0	75	150	300
chr1_159055950_159056200	0	0	75	0	0	0	0	0	0	0	0	0	0	0	225	250	0	250	250	150	0	175	0	0	0	250	0	0	250	250	250	250	0	225	0	250	0	250	0	0	250	250	0	0	250	250	0	0	225	250	0	0	150	0
chr1_169706550_169706700	0	0	75	0	0	0	0	0	0	0	0	75	0	0	150	150	0	150	0	150	0	150	150	150	150	150	0	0	150	150	150	150	0	0	150	150	0	150	150	0	150	150	0	0	150	150	0	150	150	0	0	0	150	0
chr1_174220950_174221350	0	0	0	0	0	0	0	0	75	0	0	400	0	0	400	375	0	400	0	400	400	400	400	400	400	300	0	0	400	400	400	375	0	0	0	0	0	400	400	0	400	0	0	0	400	400	0	0	250	400	0	0	75	400
chr1_178729350_178729700	0	0	50	0	0	0	0	125	0	0	0	0	150	0	350	200	0	350	350	300	75	350	350	350	0	350	0	0	350	350	350	350	0	0	50	350	0	350	350	300	350	350	0	0	350	350	0	350	150	350	0	75	75	350
chr1_199009900_199010200	0	0	0	250	0	0	0	0	0	0	0	0	0	0	300	0	0	300	300	300	0	0	0	0	0	0	0	0	300	275	300	300	0	300	0	0	300	300	0	0	300	0	0	0	0	300	0	0	300	300	300	300	300	300
chr1_203127350_203127650	0	0	0	0	0	0	0	0	0	0	0	0	0	300	300	0	0	300	300	0	0	300	0	300	0	0	0	0	275	300	300	300	0	0	0	0	125	300	50	0	275	200	0	0	300	300	0	200	0	0	0	0	0	0
chr1_205704600_205704900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	300	0	300	300	300	0	0	0	0	0	75	0	0	300	300	300	0	0	0	0	300	0	300	225	0	300	0	0	0	0	300	0	0	225	75	0	150	0	0
chr1_207282600_207283000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	400	225	300	0	150	0	0	0	0	0	0	375	400	400	375	0	0	0	0	0	400	0	0	375	0	0	0	0	400	0	0	225	0	0	150	150	0
chr1_207323950_207324450	0	0	200	0	0	0	0	0	0	0	0	500	125	0	500	275	0	500	500	500	125	500	500	500	200	500	0	0	500	500	500	500	0	275	0	500	0	500	500	500	500	500	0	0	500	500	0	500	275	200	0	0	500	0
chr1_212255750_212256300	0	550	0	0	0	0	0	0	0	0	0	0	0	0	550	550	0	550	0	550	550	550	450	525	0	550	0	0	550	550	550	525	0	0	0	550	0	550	550	0	550	550	0	0	0	550	0	550	0	0	0	0	0	450
chr1_222737250_222740200	0	0	1125	300	0	0	0	300	0	0	0	0	0	2625	2950	2775	0	2950	825	975	0	975	0	1200	300	2950	600	0	2950	2950	2950	2950	0	150	150	975	0	2950	2950	300	2950	2950	0	0	1050	2950	0	2625	225	525	150	75	225	225
chr1_226710150_226710750	0	150	600	0	0	0	0	150	375	0	0	0	0	0	0	600	0	600	0	0	0	525	600	525	0	0	600	0	600	600	600	600	600	0	0	0	0	525	0	0	600	0	0	300	225	600	0	0	0	0	0	0	0	0
chr1_230216400_230216650	0	250	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	250	225	250	225	250	250	0	0	0	0	0	250	0	250	250	225	0	0	0	0	0	0	0	250	0	0	0	0	250	0	0	250	0	0	0	0	0
chr1_230292300_230292700	375	375	0	0	0	0	325	0	0	400	300	400	375	150	400	400	0	400	400	150	0	375	0	0	150	400	0	0	400	375	400	400	0	225	0	400	150	375	150	0	400	400	0	0	0	400	29	300	0	0	0	0	0	0
chr1_231918650_231919300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	0	0	650	625	625	0	400	0	0	0	650	0	0	650	650	650	650	0	0	0	0	0	600	550	0	650	0	0	0	0	650	0	0	475	450	250	0	0	325
chr1_235948250_235949350	375	0	0	0	0	0	0	0	0	0	0	0	0	0	1100	25	0	1075	850	600	0	0	0	0	450	0	0	0	1100	1100	1100	925	0	0	0	0	0	825	0	300	1100	0	0	0	0	1075	0	0	775	0	0	0	0	0
chr1_241636450_241638650	0	0	1425	0	0	0	0	0	0	0	0	0	0	2200	2200	2200	0	2200	2200	2200	0	2200	2200	2200	350	2200	200	0	2200	2200	2200	2200	0	0	275	2200	0	2200	2200	125	2200	2200	0	0	50	2200	0	2200	275	500	0	50	50	200
chr1_242523050_242523350	0	300	25	0	300	0	0	0	0	0	0	0	0	0	300	300	0	300	50	275	200	300	300	300	0	125	0	0	275	300	300	300	0	0	50	300	0	300	300	200	300	300	0	0	300	300	0	275	0	0	0	0	0	0
chr10_1706550_1707000	0	0	0	75	0	0	0	0	0	0	0	0	0	0	450	450	0	450	375	300	0	0	0	0	0	0	0	0	450	450	450	0	0	0	0	0	0	300	0	0	225	0	0	0	0	450	0	0	450	0	0	0	0	0
chr10_3008750_3009300	550	550	325	0	550	0	300	0	0	0	0	0	0	0	550	0	0	550	550	550	550	550	0	0	300	325	0	0	550	550	550	550	0	0	0	550	0	525	550	0	550	550	0	0	0	550	459	550	250	0	0	400	0	0
chr10_8616050_8616850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	775	0	0	700	0	550	0	0	0	0	0	0	0	0	800	775	775	775	0	0	0	0	0	375	0	0	800	0	0	0	0	800	337	0	0	0	0	0	0	0
chr10_11227650_11227900	250	250	225	0	0	225	75	75	0	0	0	0	0	0	250	250	0	250	0	250	0	250	0	250	0	250	0	0	250	250	250	250	0	250	0	250	0	250	250	0	225	150	0	0	225	250	0	225	0	0	0	250	75	0
chr10_11407950_11408400	0	0	0	0	0	0	0	0	0	0	75	0	0	0	450	225	0	450	450	450	0	0	0	0	0	450	0	0	450	450	450	450	0	0	0	450	0	375	450	450	450	450	0	0	0	450	309	450	0	0	0	0	375	0
chr10_17428100_17428350	0	225	150	0	0	0	75	0	0	0	75	0	0	0	250	0	0	250	225	250	0	225	250	150	250	250	0	0	250	250	250	225	0	0	0	0	0	225	225	0	225	250	0	0	75	250	0	75	0	0	0	0	75	0
chr10_17429400_17429550	75	75	150	75	0	0	0	0	0	0	0	0	0	0	150	0	0	150	150	150	0	150	150	150	150	150	0	0	150	150	150	150	0	0	0	150	0	150	150	75	150	150	0	0	150	150	107	150	0	0	0	0	75	0
chr10_19488650_19489300	0	0	0	550	0	0	0	0	0	0	0	0	0	0	450	0	0	650	625	0	0	0	450	0	0	0	0	0	650	650	650	600	0	0	0	0	0	650	0	0	650	0	0	450	0	650	369	0	650	0	0	0	0	0
chr10_19817800_19818250	0	0	0	0	0	0	0	0	0	0	0	0	0	50	450	350	0	350	450	0	450	0	0	450	0	0	125	0	425	450	450	450	275	425	0	0	350	200	0	0	450	125	0	50	450	450	0	200	50	50	0	0	0	0
chr10_25694650_25695150	500	0	0	0	0	0	0	0	0	0	0	0	0	0	500	500	0	500	275	500	0	500	500	0	0	500	0	0	500	500	500	500	0	0	0	500	0	500	500	0	500	500	0	0	0	500	0	500	0	0	0	0	0	0
chr10_30220200_30220500	0	300	0	300	300	300	0	300	0	0	0	150	0	225	300	300	0	300	300	300	300	300	0	300	0	300	0	0	300	300	300	300	225	0	300	75	0	300	300	0	300	300	0	0	300	300	86	300	0	0	0	0	0	0
