A.intersect.value	CLL.A34020.CEMT_4.H3K4me3.hg38.A34020_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34036.CEMT_5.H3K4me3.hg38.A34036_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34075.CEMT_6.H3K4me3.hg38.A34075_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34939.CEMT_26.H3K4me3.hg38.A34939_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34946.CEMT_27.H3K4me3.hg38.A34946_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34953.CEMT_28.H3K4me3.hg38.A34953_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A34960.CEMT_29.H3K4me3.hg38.A34960_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35237.CEMT_25.H3K4me3.hg38.A35237_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A35244.CEMT_30.H3K4me3.hg38.A35244_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A60644.CEMT_94.H3K4me3.hg38.bwa-sb.IX4412.C958UANXX_5_GATCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A60651.CEMT_95.H3K4me3.hg38.bwa-sb.IX4412.C958UANXX_5_GATGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60658.CEMT_96.H3K4me3.hg38.A60658_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	CLL.A60669.CEMT_97.H3K4me3.hg38.A60669_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	EGAN00001091882_EGAX00001135682_EGAR00001139772_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001091897_EGAX00001215957_EGAR00001228608_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001128209_EGAR00001132156_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095891_EGAX00001135680_EGAR00001139770_NBC_H3K4me3_SINGLE.MACS2NoInput.bed.intersect.value	EGAN00001107643_EGAX00001231897_EGAR00001245923_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001215621_EGAR00001228080_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001138967_EGAR00001143053_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001323202_EGAR00001352518_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001291853_EGAR00001320580_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001323210_EGAR00001352510_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291851_EGAR00001320578_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323205_merged2runs_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001291825_EGAR00001320549_csMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272592_merged2runs_PBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272613_merged2runs_GCBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272644_EGAR00001299991_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272704_EGAR00001300108_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272686_EGAR00001300079_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272655_EGAR00001300002_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272660_EGAR00001300007_PBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272649_EGAR00001299996_GCBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272584_EGAR00001300013_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001274157_EGAX00001419444_EGAR00001456638_MBC_H3K4me3_PAIRED.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304984_EGAR00001334467_GCBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304993_EGAR00001334418_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001305087_EGAR00001334366_csMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305084_EGAR00001334363_csMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001326449_EGAR00001355722_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001280969_EGAX00001419407_merged2runs_MBC_H3K4me3_PAIRED.FindER2.bed.intersect.value	EGAN00001295794_EGAX00001326425_EGAR00001355899_GCBC_H3K4me3_SINGLE.MACS2NoInput.bed.intersect.value	EGAN00001295795_EGAX00001326623_EGAR00001355769_PBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326617_EGAR00001355763_CLL_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326600_EGAR00001355772_NBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295804_EGAX00001326426_merged2runs_NBC_H3K4me3_SINGLE.MACS2NoInput.bed.intersect.value	EGAN00001295815_EGAX00001326482_EGAR00001355809_usMBC_H3K4me3_SINGLE.FindER2.bed.intersect.value	GCBC.A68887.CEMT_129.H3K4me3.hg38.bwa-sb.IX5130.CAVYBANXX_8_AGGCCG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70849.CEMT_134.H3K4me3.hg38.A70849_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70856.CEMT_135.H3K4me3_1_lane_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70863.CEMT_136.H3K4me3.125nt.hg38.FindER2.bed.remDups.bed.intersect.value	GCBC.A70870.CEMT_137.H3K4me3.125nt.hg38.FindER2.bed.remDups.bed.intersect.value	GCBC.A70877.CEMT_138.H3K4me3_1_lane_dupsFlagged.FindER2.bed.remDups.bed.intersect.value
chr1_52991100_52992100	1000	975	525	975	1000	1000	1000	1000	1000	975	825	1000	975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_63703500_63704400	900	900	900	0	0	900	0	900	900	0	0	375	0	0	0	0	0	0	525	0	900	900	900	900	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	0	0	0	0	0	0	0	0	0
chr1_63775750_63777250	1400	1500	1500	1500	1475	200	1175	1250	1500	1025	1475	1500	1175	0	275	0	0	0	0	0	1500	1500	1500	1500	950	0	0	0	500	275	650	125	0	0	1500	1100	0	50	50	0	350	500	0	0	1500	200	0	275	650	275	0	350	0	0
chr1_85027200_85027400	200	200	200	125	200	200	200	200	200	200	125	200	125	0	0	0	0	0	0	0	200	200	200	200	200	200	0	0	0	0	0	0	0	50	0	200	0	0	200	50	0	200	0	0	200	0	0	200	50	0	0	50	125	50
chr1_89608550_89608850	300	300	300	125	300	300	300	0	300	125	0	300	300	0	0	0	0	0	0	0	300	300	300	300	300	0	0	0	300	0	0	100	0	0	300	0	0	0	0	0	300	0	0	0	300	100	0	0	300	300	300	300	300	300
chr1_91830350_91831000	650	650	650	375	0	625	0	550	550	475	0	375	0	175	0	0	0	0	0	0	550	650	650	650	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	625	0	0	0	0	0	0	0	0	0
chr1_95216550_95216850	300	300	0	0	300	300	300	0	300	0	300	300	300	0	0	0	0	0	0	0	300	0	0	300	300	300	0	0	0	0	300	0	0	0	300	300	0	0	300	300	75	300	0	0	300	0	0	300	300	0	0	0	0	0
chr1_95264850_95265250	0	400	400	0	400	400	400	400	375	400	400	400	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_103794200_103795000	625	0	775	550	775	400	775	775	375	0	600	525	450	0	0	0	0	0	0	0	750	800	700	800	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	0	0	0	0	0	0	0	0	0
chr1_111199050_111200100	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	600	1050	0	1050	0	0	225	525	0	1050	1050	1050	1050	1050	1050	0	0	1050	1050	1050	1050	525	0	1050	1050	0	150	1050	1050	1050	825	0	0	1050	1050	0	1050	1050	300	1050	1050	1050	1050
chr1_113754000_113754400	400	400	400	400	0	400	0	400	400	0	0	0	0	0	0	0	0	0	0	0	325	400	0	375	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0
chr1_113755650_113757450	1800	1800	1725	600	600	1800	825	1800	1800	750	1800	450	225	0	0	0	0	0	0	0	1800	1800	1800	1800	1200	75	75	0	0	0	75	0	225	0	1200	150	0	0	0	0	0	0	0	150	1800	0	0	0	75	225	0	75	75	75
chr1_113868900_113869850	950	950	950	950	950	950	950	950	950	275	575	950	950	0	125	0	0	950	0	0	950	950	950	950	875	650	0	0	275	350	425	125	0	0	725	950	0	125	875	0	0	950	0	0	950	350	0	575	950	200	0	125	950	950
chr1_116624900_116625900	975	1000	1000	825	900	1000	675	1000	900	750	925	975	825	0	0	0	0	0	0	0	925	1000	900	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0
chr1_116627300_116627700	400	400	400	0	325	150	0	250	400	0	375	0	0	0	0	0	0	0	0	0	0	400	400	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0
chr1_116645600_116647200	1600	1600	1525	1275	1275	1600	1200	1575	1600	1200	1350	1600	1200	0	0	0	0	0	0	0	1500	1600	1425	1575	1350	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	1600	0	0	0	0	0	0	0	0	0
chr1_116664350_116664700	350	350	350	0	0	325	325	350	350	300	0	325	0	0	0	0	0	0	0	0	0	350	350	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0
chr1_116665800_116666250	450	450	450	150	450	450	150	450	450	450	450	450	0	0	450	0	0	0	300	0	0	450	450	450	450	0	0	0	75	150	0	150	225	0	225	225	75	0	0	0	150	0	0	0	450	0	0	75	75	0	0	0	0	0
chr1_146000100_146000400	300	300	300	300	300	300	0	300	300	300	75	300	300	0	300	0	0	300	0	0	300	300	300	300	300	300	0	0	300	300	300	0	0	0	300	300	0	0	300	225	300	300	0	0	300	0	0	300	0	150	0	0	0	0
chr1_146896800_146897250	450	450	300	450	450	450	450	450	450	450	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_153544500_153544800	300	300	225	75	150	300	0	300	300	150	150	150	300	75	150	0	0	300	225	0	300	300	300	300	300	300	0	0	75	300	300	0	75	0	300	300	0	0	300	300	75	300	0	0	300	150	0	300	0	0	0	0	150	0
chr1_169683200_169686750	3325	3550	975	2050	3550	3550	3475	2350	3550	2575	2500	3550	3550	0	1000	0	0	625	0	0	3550	3550	3550	3550	3550	1375	0	0	1525	1150	1050	2275	1075	825	3100	1225	300	600	0	0	1150	100	0	0	3550	1750	0	0	1825	1600	1150	100	1225	1525
chr1_171249350_171249750	325	400	400	0	0	400	0	325	0	300	375	0	375	0	0	0	0	0	0	0	400	400	400	0	400	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0
chr1_174877200_174877800	600	600	600	0	525	450	0	0	450	0	525	600	600	0	0	300	0	0	0	0	600	600	600	600	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	225	0	150	150	0
chr1_174909650_174910200	550	550	550	175	550	550	0	550	550	0	0	450	325	0	0	0	0	0	0	0	0	550	325	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0
chr1_183989100_183989550	0	450	450	0	0	375	0	450	0	0	0	225	450	0	0	0	0	0	0	0	0	450	450	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0
chr1_203344200_203344600	0	400	400	250	0	400	0	400	250	0	0	400	0	0	0	0	0	0	0	0	0	400	400	400	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0
chr1_203345300_203347300	1725	2000	2000	0	1075	1825	0	1975	1500	300	0	625	0	0	0	0	0	0	0	0	475	2000	2000	2000	525	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	2000	0	0	0	0	0	0	0	0	0
chr1_203348300_203351100	2400	2800	2800	2100	2325	2800	1800	2800	2700	2100	2250	2700	2100	450	0	0	0	225	0	0	2325	2800	2800	2800	325	0	0	0	0	150	75	300	150	75	1725	75	0	0	150	0	150	450	0	0	2800	375	0	0	0	150	0	75	150	75
chr1_203351650_203352000	350	350	350	350	200	350	200	350	350	275	200	275	50	200	50	0	0	275	0	0	350	350	275	350	275	0	0	0	0	125	125	0	200	125	200	275	0	0	200	0	200	50	0	0	350	50	0	0	50	125	0	125	125	0
chr1_203428350_203429650	1225	1300	1300	750	450	1125	600	1300	1300	1275	900	1200	975	0	0	0	0	0	525	0	1150	1300	1200	1300	1300	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	0	0	0	0	1300	0	0	0	0	0	0	0	0	0
chr1_203512950_203514850	1900	1900	1825	0	1500	1825	1800	1650	1900	1725	1650	1500	1125	0	0	0	0	0	300	0	1650	1900	1900	1900	225	0	0	0	0	0	0	0	0	0	1500	450	0	0	0	0	0	0	0	0	1900	0	0	0	0	0	0	0	0	0
chr1_203555850_203556900	1050	1050	1050	0	525	1050	750	1050	1050	900	1050	975	1050	0	0	0	0	0	0	0	1050	1050	1050	1050	1050	0	0	0	0	0	0	0	0	0	1050	0	0	0	0	0	0	0	0	600	1050	0	0	0	750	0	0	0	375	900
chr1_204580150_204580450	300	300	300	300	300	300	300	300	275	300	300	275	300	0	50	0	0	300	0	0	300	300	300	300	275	300	0	0	300	300	300	300	50	125	200	300	0	0	300	125	300	300	0	0	300	300	0	300	0	0	0	0	0	0
