PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 PC21 PC22 PC23 PC24 PC25 PC26 PC27 PC28 PC29 PC30 PC31 PC32 PC33 PC34 PC35 PC36 PC37 PC38 PC39 PC40 PC41 PC42 PC43 PC44 PC45 PC46 PC47 PC48 PC49 PC50 PC51 Cell
CLL_5.bed.combine.5mC.CpG.NA_id.methValue -574.345227701904 -139.008849426663 70.5875300636478 -104.178587602154 205.459221621974 -142.17714560583 34.1485121292715 64.779458827001 12.7129533327926 -14.1240727910858 -73.4198889316211 39.5900386327374 102.431204151238 1.96206528767304 -46.3033612194456 -79.1202059741415 -136.39884157574 -152.595430574986 476.013318623835 -47.9309283302645 148.35228772892 70.6638857770749 43.6986699277638 40.3344672014294 -22.8663154186801 18.3057451155508 29.7589396938182 -22.4477737441431 -3.09580842470234 4.16594843510926 10.6487465860264 -4.2594144755148 -11.1704927883791 -7.06695393238395 -8.08499447044555 -2.4753675827823 -5.29925890969628 7.25022908581642 5.67911502921919 1.46512125239 4.38806787114001 5.37447251686359 0.883968698707587 -3.03537812790597 -4.77013915067774 1.12992398263011 -1.48036948401126 3.44469824500406 -1.11954863566927 0.375675369262411 6.16615813236271e-12 CLL_5.bed.combine.5mC.CpG.NA_id.methValue
CLL_6.bed.combine.5mC.CpG.NA_id.methValue -681.732720473021 77.4489298856821 13.1079335333319 -61.8180411489518 109.580293123741 -257.937184403242 93.2476921875159 -6.93394399957149 -61.013149767821 36.9793557972754 165.007528194379 168.972834952337 -302.82949098795 -410.414232439555 -40.3510947992826 -196.269870081368 81.9951467455866 151.703791290845 0.00675490956500675 -36.4178620136993 -17.965140776324 -34.9047574858269 43.4825121781667 -7.29219459313621 18.5051443675204 22.9879701638807 52.2951710068441 11.6331994449549 -19.2449719318217 8.12885536013671 12.1599007464545 5.10928047796342 -3.80691822342317 3.92554693845982 -2.05218148546123 0.433312275161289 -2.65043292439617 2.46958848016514 1.8015280836237 0.359263570015549 1.52993471013231 0.308154523949346 0.397420785070378 0.00745527450710598 -4.83428885339178 -2.41396941375511 -0.422056618817518 -0.942285201463065 0.458337397216099 -0.36157771528266 -1.55202236712299e-11 CLL_6.bed.combine.5mC.CpG.NA_id.methValue
CLL_94.bed.combine.5mC.CpG.NA_id.methValue -351.908292335433 -191.7012456073 -100.229540839297 139.133388822596 247.958700004863 307.86134166097 163.673419017313 122.935505969028 590.900909036108 102.954107174856 164.412114059398 62.7004807905848 -13.3471683805239 -67.6568693994674 -31.8935789139527 75.844254574866 12.3908510746543 -53.6321681258086 -38.3043888667236 -15.1199339039495 7.15635479882934 14.0221042351928 -4.62277117636365 9.44285611987144 3.08732337772213 -8.79744183900725 -9.91990122781535 -9.58624316314282 -1.75593626658856 -0.328054787042101 0.831569954782129 1.41017218493406 7.24600837070515 -0.273654128854358 -0.868639076358939 1.70892390932288 3.2223497675432 -0.0630717200669244 -1.95683813743019 -1.10567489791653 0.265929120452511 0.370054895629364 0.232228567596624 -0.291821691441505 -1.35313462105609 0.0466400331460909 0.634312318576581 -0.424735875421807 -0.816072914716707 0.772875918206959 3.93918894192437e-11 CLL_94.bed.combine.5mC.CpG.NA_id.methValue
CLL_95.bed.combine.5mC.CpG.NA_id.methValue -626.20573695513 -253.79824982623 -37.0062647623684 -21.0609275725145 331.452958714065 111.742800943354 239.650555929978 211.657826546734 -97.0609343623516 -331.173462390497 -331.067140619906 -198.563146964129 -214.94028293813 75.0266094828745 -38.3935482771478 -17.0314723983515 81.2289344661857 8.03914495422104 -95.88543936161 -41.8454851337598 -18.6850178556558 12.9040215399995 21.9019943439479 16.3908149341909 15.7885246605212 -2.47434852028664 14.8550553570312 -17.7723447103949 -18.2690447655392 8.03253141201349 11.5950937766064 3.49009452680853 7.41698632044967 -1.6276151217602 -4.66463415395485 1.94855008773037 3.20418995985171 3.02425900929964 1.81781457471175 -0.970986406224054 2.28745902914503 2.24220962476914 1.00352053578832 0.288134916768862 -5.0090627938575 -0.205813242622809 0.467012740775871 2.22827826589176 -1.67109794508075 1.31148585649713 -2.0273317990853e-12 CLL_95.bed.combine.5mC.CpG.NA_id.methValue
CLL_96.bed.combine.5mC.CpG.NA_id.methValue -497.253424810463 49.24834444837 -190.490024346202 221.325984972645 111.841495004978 96.1410559311121 113.126994091248 370.03892342952 -348.605514193301 368.935136150141 152.06209971318 -55.0686064902748 121.53163205635 39.663714134918 -6.40214389009589 -0.444876428230934 -0.732768787091785 -99.4864902112901 -64.0868645943911 -144.632663382402 -33.3955395424024 -45.8130293038069 12.8434871189596 41.6386545783449 14.830772903287 -12.0489249557875 19.6262712664433 -8.22324169813423 -3.62205705270698 11.0946350611003 14.5834960192203 -2.06454663753634 1.59862359210973 0.295224630576926 1.68824674934297 -1.33057105146185 0.170866811663177 -0.540748221167522 0.49325619231222 -0.712600846839617 -1.85915152066003 -0.526190219013965 -1.19871779988418 2.10898300894863 1.87904370641078 -1.35222838990325 -0.238966891060032 0.687019940972844 -0.919771257588795 0.530679647713185 2.50485946852529e-11 CLL_96.bed.combine.5mC.CpG.NA_id.methValue
CLL_97.bed.combine.5mC.CpG.NA_id.methValue -410.121919087688 -159.450730415765 -62.9118493716395 102.655814597501 200.665553076917 405.252699246532 242.507389358286 -572.289082623471 -238.276371805319 28.7168851009835 33.4569502673933 78.8282091988424 64.0132491692454 -34.5273337323204 -31.2224980655565 9.42419968498263 -16.3957799061645 -3.84959406598045 18.1688136315736 11.9155659350443 3.77952269586164 12.2791326008803 -2.72182940704175 -1.52409288049467 1.12673061972029 0.690302236164732 -2.76468620838468 -3.40183033142289 -1.78015084032291 0.178050869169817 -1.67732408729708 2.56524298819136 10.1204733336701 0.0529905892422141 4.21309997182125 1.26048698149387 4.77513468235888 1.1236369216941 -5.11047840075977 -1.36136631599799 -0.791896839378596 -2.01976903875651 0.985321673914754 -0.598030799297753 1.70225186698303 0.0576636087208436 0.946856841863791 -0.475018082052805 -0.150794736272116 0.526870150002482 3.2008182872658e-11 CLL_97.bed.combine.5mC.CpG.NA_id.methValue
EGAN00001095766:NBC.1:C003K9.bed.combine.5mC.CpG.NA_id.methValue 858.914456852747 -17.9749177574606 102.329933280626 -96.9824751903199 71.2241195426501 13.6922181814658 65.9438389531146 24.379043336583 -18.2500732885212 32.705240994067 13.5316202543249 -27.7712718627347 -23.4413608016226 -11.898369366923 17.621631891296 7.18250622496136 -12.4914266120452 46.5147709388777 8.73239016915709 -32.9915609957025 -26.8715881063322 -64.0297142247013 6.56189272852542 42.1250277936834 -316.322151893507 208.743574454334 -202.390269970972 25.6977523573416 -13.5628770206525 -18.0160252015676 108.364981260945 107.366366809053 -7.67634383852734 -3.71862063620024 12.3050085198042 -5.47849354269644 0.907567256215102 0.369095324454365 13.082692639466 -0.845118793320658 4.7879123796485 2.59562462948047 15.3640337272064 10.9608892088901 -9.48885900741354 -6.42294055443635 0.0361541873620954 0.549028666976126 0.943225762124189 6.67580317123175 -2.35765272030187e-11 EGAN00001095766:NBC.1:C003K9.bed.combine.5mC.CpG.NA_id.methValue
EGAN00001095769:NBC.2:C0068L.bed.combine.5mC.CpG.NA_id.methValue 862.627776962469 -39.2034135782229 120.652649364374 -45.2370944761038 48.812117728818 -23.6128227947465 64.4879545027499 5.77149887893188 -6.13129649877651 15.8653482682937 8.24694361729313 -12.7215027306257 7.42390234345523 -5.60655821338724 -3.26615874109135 -3.83422533487554 5.14672236813806 -18.7453198517475 -2.45388180263775 -66.6783479915203 -28.5384910251162 -5.46317338516552 41.6472602807345 -29.7847371331614 -41.6503673243603 43.3226207148592 -26.9322890789467 74.3305575215433 -210.080635830284 -123.395254438217 -215.843929262393 -207.225116916002 11.3079480703651 -31.8672732334397 29.060513080608 -18.9491786265515 1.95340967479289 10.4505742337955 5.95170236476305 -0.864698287099591 2.76914166885476 3.77083515275564 25.1560385671098 12.0243025223627 -18.3625006073816 -11.8545931067466 -0.0989246876195177 8.0134790880279 2.16945495066377 8.21987891601514 2.83632408018768e-11 EGAN00001095769:NBC.2:C0068L.bed.combine.5mC.CpG.NA_id.methValue
EGAN00001096889:csMBC.2:C003JB.bed.combine.5mC.CpG.NA_id.methValue -182.69906239451 333.279365915327 -142.121481182698 -367.096779512354 -7.8568081403326 101.846070857976 -36.9307375601344 20.8322487181637 -17.2966157345599 -0.13961685235301 3.52814673961893 21.3096782351862 -24.8147630926311 -9.06891727212272 -3.943167333516 44.5244191581197 -3.77794586741963 -59.0821561029481 -71.3071753340835 38.6249199106036 113.355185567364 105.661698359069 -154.967497305732 -4.04763433930821 -246.792647028558 -163.221472000187 192.152908201334 86.0040694943417 -101.05333560917 34.5228876632765 39.5008164875673 -1.27147104750641 1.89113173882222 18.6104900322062 -4.48183545218022 2.43691696072117 -0.19056194905225 0.441119201221377 -2.61406324618657 -0.529448692411436 -2.95570742136775 -0.196857580478708 -0.990080885182191 5.22087309067449 11.3373792325507 0.0809292924899549 -0.0487007232688141 -1.07931752475 1.531522948702 -1.58451255227019 5.38842676365746e-12 EGAN00001096889:csMBC.2:C003JB.bed.combine.5mC.CpG.NA_id.methValue
EGAN00001096891:MBC.3:C003N3.bed.combine.5mC.CpG.NA_id.methValue 49.4688971020878 292.715769740404 -125.037700406453 -438.571798926452 17.3473299790165 203.327759106656 -70.398969589496 44.1433864315729 -10.2364765668425 30.0089972017409 -8.36904119305031 1.74593822467885 -10.1238177394928 23.6218496206095 2.83941632360416 0.0650204803492334 2.23919201783303 24.1421821053971 -31.3348504612631 125.534429222898 225.314718475418 -210.750933942682 296.628695722945 13.142589131534 75.2512547555601 -45.2601060476459 -75.2296827911849 -9.62986962554192 6.99252903497478 -0.259155565022336 -9.2044877100833 -2.66325278323259 -1.08785075832977 1.35867423249783 2.10951712702076 1.73785186631833 -0.579566330146028 -0.969098165863861 -7.6992419203446 -0.162575200752606 1.51382533502623 -2.30664977702424 2.7605536193037 -9.82597678641073 20.2277465928498 2.49239112180188 -0.540167750313609 1.56086231399862 -3.88313866113582 2.20151272509641 2.92252055127605e-12 EGAN00001096891:MBC.3:C003N3.bed.combine.5mC.CpG.NA_id.methValue
EGAN00001096949:NBC.3:S001JP.bed.combine.5mC.CpG.NA_id.methValue 826.360953781116 53.529321846911 90.2943280437542 -266.002445617647 81.9525930988361 103.28659938829 39.4909495995599 65.1725865220475 -20.4856979269068 54.3725281954881 -2.80212072877846 -12.0022127271776 26.212441260756 -17.2469062261514 -9.15382224191082 -53.4375160152731 27.0206825058971 46.8131648285526 74.1718668790039 -51.3093446512279 -189.610573522452 123.600691829343 65.6861585059222 -345.061353365449 -16.0561836160024 -143.356262061416 -43.928334453024 -64.0807737004964 126.255998972676 21.3634405195743 11.5728390765493 -7.39739768792013 0.238450967034498 -27.5935673812822 23.6470392709427 -4.64717875732089 -1.02935098671767 1.31326151618189 10.6273824538219 0.537055832182191 0.119715038793091 2.54309011817815 -1.37884529626832 2.01256473408787 -23.5959116512625 -11.7503436574061 -0.432233343275018 2.22898029690919 -3.17885153196994 0.879601435183585 -1.22392880174208e-11 EGAN00001096949:NBC.3:S001JP.bed.combine.5mC.CpG.NA_id.methValue
EGAN00001170519:HMPC.1:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue 957.541953185956 -82.5602137230525 159.855327783603 51.6359123870334 53.9455958331615 -103.395199710873 97.2606416070129 -0.668405475539797 -24.0899112653914 33.7158210611612 15.8095311053537 0.721246828544822 -19.5880371619117 -2.66381001896686 -9.41253585679721 44.0166292070662 -5.63526509159602 -58.1774381800129 -63.5045213463376 38.5083109972083 113.426631032112 44.669412825594 1.66726560076479 6.21874653986309 53.6777087160943 -4.38124441418206 85.565690066338 -0.184591017449568 56.4884903148314 13.3848539554268 -112.303407246385 158.370255039435 -26.8086541273717 29.580324212558 20.8821468003136 -11.2317582176471 -0.0168016842703615 7.65632047180267 -5.51611356927475 -7.1479134261572 18.8400354308586 33.7198328759337 199.480791135368 61.4991941665357 2.0035448040639 -5.84917867424372 0.0493040157783906 -16.5126612946467 -50.0761636963687 -48.2164367981382 -3.43975514414009e-11 EGAN00001170519:HMPC.1:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue
EGAN00001170520:PreBC.1:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue 877.694797539197 -55.290885940956 136.463151137006 15.882843225797 50.1588027104905 -79.6300819776316 86.880167542727 -1.11527366094486 -16.7462420869016 20.515372557995 11.4849431062683 -4.09638486177447 -7.38349913914309 -4.73488972965332 -10.3237767177493 30.8676964756578 -2.89326971723832 -53.2972558593984 -42.9697399061087 1.40968795825322 72.8890276281594 28.0472355931599 7.66487900679516 -6.1300494229262 31.1002545075729 3.95636265618425 51.0008918169555 11.5892207769148 -3.40416710006305 -6.8110774722988 -146.758474698332 177.754319769542 -30.3100546221809 80.6131002609132 13.5828303392623 6.41342962628802 -3.15356486022607 -6.60391297945712 12.1054676911091 8.8398984705199 -22.2449316399287 -41.9850947885992 -198.261355906382 -74.2502900928014 -22.4966285816364 -4.59807359659314 -0.813077797970466 20.9988750694491 30.1269175710291 34.078685860922 -4.10440285180650e-11 EGAN00001170520:PreBC.1:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue
EGAN00001170521:GCBC.1:T11_8.bed.combine.5mC.CpG.NA_id.methValue 190.045028769253 114.122490810316 -71.9796317720228 9.41877781883571 -78.4690655421596 -21.8801307937639 -33.1531633468301 -52.7072233046303 32.1965226159186 -52.416124397805 -8.39331352482976 12.4953078278334 15.5024362069001 1.42732188950857 0.967162588484089 -9.1962504270199 1.22318026084644 -46.5603877902701 -15.7141494405407 -108.120530441674 -43.5075809091486 -19.2596575754504 17.4249855426646 10.8309334439731 16.4783027250889 -10.839287433265 16.2643526853594 -63.8285774751949 -78.4866146421828 30.3409776002311 -39.3044726923896 104.12532629314 -19.9301450031168 -270.841633420046 -171.633504811186 8.81714437895415 1.07228449333422 -20.9661150548305 -43.714316168112 -5.10861669861879 -25.7898535277889 -25.6300023637436 -16.5691256590634 31.5935468999065 42.3844323591343 -0.119563492481015 -0.372699578875084 -3.19815170019036 4.82598552322194 -2.89822758438724 -8.03389239638213e-12 EGAN00001170521:GCBC.1:T11_8.bed.combine.5mC.CpG.NA_id.methValue
EGAN00001170522:PBC.1:MO7071.bed.combine.5mC.CpG.NA_id.methValue -525.566941079191 180.133249157737 -35.6590173874664 -38.8946330847387 21.4142487186943 -194.001289191538 80.7251712921578 -24.2632506703015 -18.8042930064254 -58.6670624233804 23.8459765560812 32.446706368255 -13.0686170775573 -28.4026271626171 -29.7384534394514 87.4325490461081 -13.693748808245 -135.15526282577 -55.5110338149249 0.747301013777865 40.6995457403743 58.2246244882367 -83.7556795824959 11.3742332806508 12.5860989239764 -88.9266365466355 -208.679643631468 -21.5764703116551 56.1501237280329 -48.8175858094273 -42.1383725845432 -18.2934138573377 0.0822858995641826 12.4264791467988 53.8859432904642 -14.9692769669177 1.1584554220629 -48.0420233944954 -42.0444639723561 -2.43919155904888 -40.885234013569 -48.8590859009072 -10.2586979793592 48.4379012328041 49.0904667494563 60.17535810809 -0.556936456918063 -145.271586852221 50.4391200503642 1.70766483497084 1.30110113740064e-11 EGAN00001170522:PBC.1:MO7071.bed.combine.5mC.CpG.NA_id.methValue
EGAN00001220205:csMBC.1:S004P1.bed.combine.5mC.CpG.NA_id.methValue -115.182269444956 295.422024260871 -119.313537342569 -324.609517446887 -30.3231544402369 80.6623860979819 -40.4587522101799 2.23265546816331 5.86404989695466 -13.9962194656902 -5.58417881896774 20.1686983847106 12.7364888625859 5.43463510132528 -17.808939301403 25.3908270469277 8.68118000807489 -105.201398706144 -61.7185797512729 -67.0193003196295 34.7245227384743 133.994834386333 -91.7559322808121 -108.424736139908 178.35982847335 352.775383845844 42.6306827452528 40.3150301507352 20.8460471339174 22.0986096011319 34.3171894500129 -29.9480563132962 4.87207813295273 19.0317680410113 -5.19711426896916 2.08935551495341 0.512315185970478 -1.25411115817097 -7.05472446608905 -0.339418617502469 -3.99088272066953 -4.87337410995233 -3.19982717324149 3.42806953192198 18.7203993352612 0.721228048012207 -0.201102641281101 1.83018396438971 0.370601528216603 -2.2996875311611 4.88725527155819e-11 EGAN00001220205:csMBC.1:S004P1.bed.combine.5mC.CpG.NA_id.methValue
EGAN00001220214:NBC.4:S00DM8.bed.combine.5mC.CpG.NA_id.methValue 692.943016755495 111.426992083714 24.0180980082215 -339.534421017979 84.6885271833837 176.31700528283 -6.74150611959623 85.1109187790484 -24.162501638988 70.4384644712112 -5.27342069765536 -25.2173242406244 -2.09347495572071 -14.3587891804867 18.8106996958695 -62.5981755164354 5.7019062456508 167.352376782364 123.626209924935 127.474569062578 -178.351244975008 42.2759163576934 -195.569299077617 269.696504177651 154.19956276995 -53.6993009079841 -69.1194125789359 -4.89570597754801 -10.9111977673894 2.7009860101923 -22.6644178519992 20.8756522851496 -5.27444187153399 -14.6804079957814 9.27494271008351 -1.51924579810787 -1.47215733496279 1.9054191848466 7.29931254756289 0.279161574265728 2.68623211958678 2.67600290650294 2.67927484981009 -0.889173976574129 -13.3775628762592 -6.1351640739241 -0.504594332239518 -0.141473928327609 -3.5507185848542 2.07120022646782 3.15969436587073e-12 EGAN00001220214:NBC.4:S00DM8.bed.combine.5mC.CpG.NA_id.methValue
